CSV File,Column Name,Max Length,Data Type,Nullable
ILS_DME,ILS_LOC_ID,6,VARCHAR,No
ILS_DME,SYSTEM_TYPE_CODE,2,VARCHAR,No
ILS_DME,COMPONENT_STATUS,30,VARCHAR,No
ILS_DME,COMPONENT_STATUS_DATE,10,VARCHAR,No
ILS_DME,LAT_DEG,"(2,0)",NUMBER,No
ILS_DME,LAT_MIN,"(2,0)",NUMBER,No
ILS_DME,LAT_SEC,"(6,4)",NUMBER,No
ILS_DME,LAT_HEMIS,1,VARCHAR,No
ILS_DME,LAT_DECIMAL,"(10,8)",NUMBER,No
ILS_DME,LONG_DEG,"(3,0)",NUMBER,No
ILS_DME,LONG_MIN,"(2,0)",NUMBER,No
ILS_DME,LONG_SEC,"(6,4)",NUMBER,No
ILS_DME,LONG_HEMIS,1,VARCHAR,No
ILS_DME,LONG_DECIMAL,"(11,8)",NUMBER,No
ILS_DME,LAT_LONG_SOURCE_CODE,2,VARCHAR,Yes
ILS_DME,SITE_ELEVATION,"(6,1)",NUMBER,Yes
ILS_DME,CHANNEL,4,VARCHAR,No
ILS_GS,EFF_DATE,10,VARCHAR,No
ILS_GS,SITE_NO,9,VARCHAR,No
ILS_GS,SITE_TYPE_CODE,1,VARCHAR,No
ILS_GS,STATE_CODE,2,VARCHAR,Yes
ILS_GS,ARPT_ID,4,VARCHAR,No
ILS_GS,CITY,40,VARCHAR,No
ILS_GS,COUNTRY_CODE,2,VARCHAR,No
ILS_GS,RWY_END_ID,3,VARCHAR,No
ILS_GS,ILS_LOC_ID,6,VARCHAR,No
ILS_GS,SYSTEM_TYPE_CODE,2,VARCHAR,No
ILS_GS,COMPONENT_STATUS,30,VARCHAR,No
ILS_GS,COMPONENT_STATUS_DATE,10,VARCHAR,No
ILS_GS,LAT_DEG,"(2,0)",NUMBER,No
ILS_GS,LAT_MIN,"(2,0)",NUMBER,No
ILS_GS,LAT_SEC,"(6,4)",NUMBER,No
ILS_GS,LAT_HEMIS,1,VARCHAR,No
ILS_GS,LAT_DECIMAL,"(10,8)",NUMBER,No
ILS_GS,LONG_DEG,"(3,0)",NUMBER,No
ILS_GS,LONG_MIN,"(2,0)",NUMBER,No
ILS_GS,LONG_SEC,"(6,4)",NUMBER,No
ILS_GS,LONG_HEMIS,1,VARCHAR,No
ILS_GS,LONG_DECIMAL,"(11,8)",NUMBER,No
ILS_GS,LAT_LONG_SOURCE_CODE,2,VARCHAR,Yes
ILS_GS,SITE_ELEVATION,"(6,1)",NUMBER,Yes
ILS_GS,G_S_TYPE_CODE,2,VARCHAR,No
ILS_GS,G_S_ANGLE,"(4,2)",NUMBER,No
ILS_GS,G_S_FREQ,"(6,2)",NUMBER,No
ILS_MKR,EFF_DATE,10,VARCHAR,No
ILS_MKR,SITE_NO,9,VARCHAR,No
ILS_MKR,SITE_TYPE_CODE,1,VARCHAR,No
ILS_MKR,STATE_CODE,2,VARCHAR,Yes
ILS_MKR,ARPT_ID,4,VARCHAR,No
ILS_MKR,CITY,40,VARCHAR,No
ILS_MKR,COUNTRY_CODE,2,VARCHAR,No
ILS_MKR,RWY_END_ID,3,VARCHAR,No
ILS_MKR,ILS_LOC_ID,6,VARCHAR,No
ILS_MKR,SYSTEM_TYPE_CODE,2,VARCHAR,No
ILS_MKR,ILS_COMP_TYPE_CODE,3,VARCHAR,No
ILS_MKR,COMPONENT_STATUS,30,VARCHAR,No
ILS_MKR,COMPONENT_STATUS_DATE,10,VARCHAR,No
ILS_MKR,LAT_DEG,"(2,0)",NUMBER,No
ILS_MKR,LAT_MIN,"(2,0)",NUMBER,No
ILS_MKR,LAT_SEC,"(6,4)",NUMBER,No
ILS_MKR,LAT_HEMIS,1,VARCHAR,No
ILS_MKR,LAT_DECIMAL,"(10,8)",NUMBER,No
ILS_MKR,LONG_DEG,"(3,0)",NUMBER,No
ILS_MKR,LONG_MIN,"(2,0)",NUMBER,No
ILS_MKR,LONG_SEC,"(6,4)",NUMBER,No
ILS_MKR,LONG_HEMIS,1,VARCHAR,No
ILS_MKR,LONG_DECIMAL,"(11,8)",NUMBER,No
ILS_MKR,LAT_LONG_SOURCE_CODE,2,VARCHAR,Yes
ILS_MKR,SITE_ELEVATION,"(6,1)",NUMBER,Yes
ILS_MKR,MKR_FAC_TYPE_CODE,2,VARCHAR,No
ILS_MKR,MARKER_ID_BEACON,2,VARCHAR,Yes
ILS_MKR,COMPASS_LOCATOR_NAME,30,VARCHAR,Yes
ILS_MKR,FREQ,"(5,2)",NUMBER,Yes
ILS_MKR,NAV_ID,6,VARCHAR,Yes
ILS_MKR,NAV_TYPE,25,VARCHAR,Yes
ILS_MKR,LOW_POWERED_NDB_STATUS,30,VARCHAR,Yes
ILS_RMK,EFF_DATE,10,VARCHAR,No
ILS_RMK,SITE_NO,9,VARCHAR,No
ILS_RMK,SITE_TYPE_CODE,1,VARCHAR,No
ILS_RMK,STATE_CODE,2,VARCHAR,Yes
ILS_RMK,ARPT_ID,4,VARCHAR,No
ILS_RMK,CITY,40,VARCHAR,No
ILS_RMK,COUNTRY_CODE,2,VARCHAR,No
ILS_RMK,RWY_END_ID,3,VARCHAR,No
ILS_RMK,ILS_LOC_ID,6,VARCHAR,No
ILS_RMK,SYSTEM_TYPE_CODE,2,VARCHAR,No
ILS_RMK,TAB_NAME,30,VARCHAR,No
ILS_RMK,ILS_COMP_TYPE_CODE,3,VARCHAR,Yes
ILS_RMK,REF_COL_NAME,30,VARCHAR,No
ILS_RMK,REF_COL_SEQ_NO,"(3,0)",NUMBER,No
ILS_RMK,REMARK,300,VARCHAR,No
