"EFF_DATE","PJA_ID","NAV_ID","NAV_TYPE","RADIAL","DISTANCE","NAVAID_NAME","STATE_CODE","CITY","LATITUDE","LAT_DECIMAL","LONGITUDE","LONG_DECIMAL","ARPT_ID","SITE_NO","SITE_TYPE_CODE","DROP_ZONE_NAME","MAX_ALTITUDE","MAX_ALTITUDE_TYPE_CODE","PJA_RADIUS","CHART_REQUEST_FLAG","PUBLISH_CRITERIA","DESCRIPTION","TIME_OF_USE","FSS_ID","FSS_NAME","PJA_USE","VOLUME","PJA_USER","REMARK"
"2026/02/19","PAZ016","TFD","VORTAC",295.08,16.74,"STANFIELD","AZ","MARICOPA","33-03-14.8290N",33.05411916,"112-10-24.8131W",-112.17355919,"AZ43","00728.66","A","MARICOPA HIDDEN VALLEY",13500,"MSL",3,"Y","Y","","DAILY 0700-2000","","","CIVIL","","",""
"2026/02/19","PAZ017","GCN","VOR/DME",184,1.01,"GRAND CANYON","AZ","TUSAYAN","35-56-40.0000N",35.94444444,"112-09-10.0000W",-112.15277777,"GCN","00700.1","A","GRAND CANYON DZ",17500,"MSL",2,"Y","Y","","SUNRISE TO SUNSET","PRC","PRESCOTT","CIVIL","","",""
"2026/02/19","PAZ018","BLD","VORTAC",116.44,24.58,"BOULDER CITY","AZ","WHITE HILLS","35-43-25.2800N",35.72368888,"114-29-11.2300W",-114.48645277,"","","","LAST STOP TRAVEL CENTER",10000,"MSL",3,"N","","","TUESDAY, WEDNESDAY, FRIDAY, SATURDAY 0600-1300","","","CIVIL","","LAST STOP TRAVEL CENTER","DROP ZONE FOR HELICOPTER USE ONLY."
"2026/02/19","PAZ019","LAS","VORTAC",108.26,39.43,"LAS VEGAS","AZ","BOULDER CITY","35-43-00.6700N",35.71685277,"114-29-06.0600W",-114.48501666,"","","","WHITE HILLS SKYDIVE",10000,"MSL",5,"Y","","20331 N US HWY 93 WHITE HILLS, AZ 86445","TUESDAY, WEDNESDAY, FRIDAY, AND SATURDAY, 6AM UNTIL 1PM","","","CIVIL","","WHITE HILLS SKYDIVE","REQUIRED CHARTING: LAS VEGAS VFR SECTIONAL; PHOENIX VFR SECTIONAL; LAS VEGAS TAC; LAS VEGAS FLYWAY CHART."
"2026/02/19","PAZ020","TFD","VORTAC",294.76,22.67,"STANFIELD","AZ","","33-06-43.0000N",33.11194444,"112-16-09.0000W",-112.26916666,"1AZ0","00732.1","A","BISHOP AIRFIELD",17999,"MSL",3.5,"Y","","","CONTINUOUS","","","CIVIL","","BISHOP PARACHUTE JUMPING",""
"2026/02/19","PCA002","PGY","VORTAC",114,4,"POGGI","CA","SAN DIEGO","32-34-09.1047N",32.56919575,"116-55-00.8916W",-116.91691433,"","","","TRIDENT",15000,"MSL",1,"Y","Y","","SR-SS DAILY","SAN","SAN DIEGO","","","",""
"2026/02/19","PCA003","SAC","VORTAC",80,17.5,"SACRAMENTO","CA","WILTON","38-24-26.9915N",38.40749763,"121-10-59.9760W",-121.18332666,"","","","WILTON DROP ZONE",1500,"AGL",,"Y","Y","","HEAVY EQUIPMENT AND PARATROOPERS","RIU","RANCHO MURIETA","","","",""
"2026/02/19","PCA004","BTY","VORTAC",126,49,"BEATTY","NV","PAHRUMP","36-09-16.3214N",36.15453372,"116-07-36.4462W",-116.12679061,"","","","",12500,"MSL",,"Y","Y","","TUE-SUN SR-SS","RNO","RENO","","","",""
"2026/02/19","PCA005","EHF","VORTAC",197,25.7,"SHAFTER","CA","TAFT","35-06-59.5398N",35.11653883,"119-21-58.3598W",-119.36621105,"","","","",13000,"MSL",1,"Y","Y","","SR-SS; OCNL NIGHT JUMPS BY NOTAM.","RIU","RANCHO MURIETA","","","AIR ADVENTURES WEST 805-765-5550",""
"2026/02/19","PCA006","OCN","VORTAC",0,0,"OCEANSIDE","CA","CAMP PANDLETON","33-14-26.3094N",33.2406415,"117-25-03.7624W",-117.41771177,"","","","OCEANSIDE",4500,"MSL",,"N","Y","ALL DROPS MADE IN MANEUVER AREA 1200-4500. E HALF OF V-23/V165 BETWEEN SAN CLEMENTE AND OCEANSIDE","CONTINUOUS","SAN","SAN DIEGO","","","USMC",""
"2026/02/19","PCA007","GLJ","VOR",21,5,"GUADALUPE","CA","SANTA MARIA","35-01-08.4283N",35.01900786,"120-27-37.4892W",-120.46041366,"","","","",12500,"AGL",,"N","Y","1.5 NM NE OF NORTHSIDE ARPK.","0900-SUNSET; SAT, SUN AND HOLIDAYS","HHR","HAWTHORNE","","","CENTRAL COAST DROP ZONE",""
"2026/02/19","PCA008","PMD","VORTAC",348,30,"PALMDALE","CA","CALIFORNIA CITY","35-07-53.4956N",35.13152655,"118-01-54.9079W",-118.03191886,"L71","01360.","A","",17500,"MSL",,"Y","Y","","DAILY SR-SS","RAL","RIVERSIDE","","","CALIFORNIA CITY PARACENTER",""
"2026/02/19","PCA009","PSP","VORTAC",130,12,"PALM SPRINGS","CA","PALM SPRINGS","33-42-35.6886N",33.7099135,"116-17-07.7962W",-116.28549894,"UDD","02017.1","A","",14000,"MSL",1,"N","Y","","DAILY, SR-SS","RAL","RIVERSIDE","","","",""
"2026/02/19","PCA011","SNS","VORTAC",45,16,"SALINAS","CA","TRES PINOS","36-47-19.7987N",36.78883297,"121-18-36.2050W",-121.31005694,"","","","TRES PINOS",12500,"MSL",1,"Y","Y","","DAILY SR-SS","OAK","OAKLAND","","","",""
"2026/02/19","PCA013","MZB","VORTAC",136,7,"MISSION BAY","CA","SAN DIEGO","32-40-47.7998N",32.67994438,"117-09-30.2405W",-117.15840013,"","","","LILLY ANN DROP ZONE",2800,"MSL",1,"Y","Y","","SR-SS DAILY","SAN","SAN DIEGO","","","","ALTITUDES ABOVE 2800'-3300' MSL AVBL UPON REQ  (CTC SOCAL PRIOR TO ENT CLASS B AIRSPACE)"
"2026/02/19","PCA014","LIN","VOR/DME",227,33,"LINDEN","CA","BYRON","37-49-53.5700N",37.83154722,"121-37-40.2215W",-121.6278393,"C83","01356.5","A","",15000,"MSL",1,"Y","Y","","DAILY SR-SS","RIU","RANCHO MURIETA","","","",""
"2026/02/19","PCA015","SLI","VORTAC",0,0,"SEAL BEACH","CA","LOS ALAMITOS","33-46-59.8727N",33.78329797,"118-03-17.1182W",-118.05475505,"SLI","01796.","A","LOS ALAMITOS NAS",1500,"AGL",,"N","Y","","WEEKENDS AND OCCASIONAL WEEKDAYS","HHR","HAWTHORNE","","","","JUMPING OVER SEAL BEACH VORTAC"
"2026/02/19","PCA016","RDD","VOR/DME",323,30,"REDDING","CA","REDDING","40-58-38.7307N",40.97742519,"122-30-23.8303W",-122.50661952,"O86","02362.1","A","SLATE CREEK",5500,"MSL",3,"Y","Y","","5/1 THROUGH 11/1 YEARLY","RIU","RANCHO MURIETA","","","",""
"2026/02/19","PCA018","VCV","VOR/DME",73,10,"VICTORVILLE","CA","APPLE VALLEY","34-36-09.8318N",34.60273105,"117-11-18.1195W",-117.18836652,"APV","01248.1","A","",15000,"MSL",2,"N","Y","","DLY SR-SS","RAL","RIVERSIDE","","","",""
"2026/02/19","PCA019","SNS","VORTAC",259,7.6,"SALINAS","CA","MARINA","36-40-37.1629N",36.67698969,"121-45-35.2204W",-121.75978344,"OAR","01860.","A","",12500,"MSL",0.5,"Y","Y","","SUNRISE-SUNSET, SAT & SUN","","","","","ACTIVE ARMY",""
"2026/02/19","PCA020","TNP","VORTAC",265,12,"TWENTYNINE PALMS","CA","TWENTYNINE PALMS","34-08-48.4736N",34.14679822,"116-00-25.9942W",-116.00722061,"","","","",12500,"AGL",1,"Y","Y","","0900-SS SAT/SUN/HOLS","RAL","RIVERSIDE","","","",""
"2026/02/19","PCA021","FLW","VOR/DME",66,21,"FELLOWS","CA","TAFT-KERN CO","35-08-28.0915N",35.14113652,"119-26-34.6600W",-119.44296111,"L17","02338.","A","",13000,"MSL",2,"N","Y","","DAILY SR-SS, OCCASIONAL NIGHT JUMPS BY NOTAM.","RIU","RANCHO MURIETA","","","",""
"2026/02/19","PCA022","SNS","VORTAC",235,6,"SALINAS","CA","SALINAS","36-37-58.1982N",36.63283283,"121-43-16.8379W",-121.72134386,"","","","DAVIS ROAD DROP ZONE",18000,"MSL",1,"Y","Y","","DAILY 0500-1900","OAK","OAKLAND","","","",""
"2026/02/19","PCA023","GVO","VORTAC",277,20,"GAVIOTA","CA","LOMPOC","34-39-40.3377N",34.66120491,"120-27-46.9821W",-120.46305058,"LPC","01788.2","A","",17999,"MSL",4,"Y","Y","","SR-30 MIN AFTER SS. EXCEPT CHRISTMAS DAY.","HHR","HAWTHORNE","","","",""
"2026/02/19","PCA024","SAC","VORTAC",283,16.5,"SACRAMENTO","CA","WINTERS/DAVIS/WOODLAND","38-34-51.2634N",38.5809065,"121-51-19.2060W",-121.855335,"DWA","01488.","A","",13500,"MSL",3,"Y","Y","","DAILY, SR-2300","RIU","RANCHO MURIETA","","","",""
"2026/02/19","PCA025","DAG","VORTAC",338,20,"DAGGETT","CA","FORT IRWIN","35-17-37.7650N",35.29382361,"116-37-40.0527W",-116.62779241,"","","","",10000,"MSL",,"N","Y","","WEEKENDS, HOLIDAYS AND OCCASIONAL WEEKDAYS","RAL","RIVERSIDE","","","U S ARMY",""
"2026/02/19","PCA026","MZB","VORTAC",192,11.5,"MISSION BAY","CA","SAN DIEGO","32-36-39.7626N",32.61104516,"117-19-42.3395W",-117.32842763,"","","","BEIRIGER DROP ZONE",2800,"MSL",1,"Y","Y","","CONTINUOUS","SAN","SAN DIEGO","","","","ALTITUDES ABOVE 2800'-15000'MSL AVBL UPON REQUEST (CTC SOCAL PRIOR TO ENTERING CLASS B AIRSPACE)"
"2026/02/19","PCA027","HDF","VOR",107,12.5,"HOMELAND","CA","HEMET","33-40-07.1279N",33.66864663,"116-58-16.8901W",-116.97135836,"HMT","01654.","A","HEMET/DIAMOND VALLEY",14000,"MSL",3,"Y","Y","PJA APRX 4-3/4 NM SE HEMET RYAN ARPT AT END OF DIAMOND VALLEY.","WED-FRI 0900-SUNSET LCL, SAT-SUN 0800-SS, OTR DAYS AND TIMES BY REQUEST.","RAL","RIVERSIDE","","","SKYDIVING ADVENTURES, DON BALCH, 909-925-8197",""
"2026/02/19","PCA028","LIN","VOR/DME",285,15,"LINDEN","CA","LODI","38-12-24.8575N",38.20690486,"121-16-22.2219W",-121.27283941,"8CL7","01782.02","H","LODI AIRPORT",15000,"MSL",1,"Y","Y","","CONTINUOUS 24 HRS. OTHER ALTITUDES BY NOTAM.","RIU","RANCHO MURIETA","","","",""
"2026/02/19","PCA030","HDF","VOR",220,1,"HOMELAND","CA","PERRIS VALLEY","33-45-59.4449N",33.76651247,"117-12-05.3861W",-117.20149613,"L65","02037.1","A","",14500,"MSL",,"Y","Y","","SUNRISE-SUNSET DAILY","RAL","RIVERSIDE","","","",""
"2026/02/19","PCA031","HDF","VOR",198.77,10.31,"HOMELAND","CA","LAKE ELSINORE","33-37-53.3200N",33.63147777,"117-17-48.2900W",-117.29674722,"CA89","01740.5","A","LAKE ELSINORE, SKYLARK ARPT",14000,"MSL",1,"Y","Y","","0800-SUNSET DAILY","RAL","RIVERSIDE","CIVIL","","SKYDIVE ELSINORE",""
"2026/02/19","PCA032","OAK","VOR/DME",75,16,"OAKLAND","CA","CAMP PARK","37-42-58.0472N",37.71612422,"121-53-15.7680W",-121.88771333,"","","","",10000,"MSL",0.5,"N","Y","","","OAK","OAKLAND","","","U S NAVY",""
"2026/02/19","PCA033","FRA","VORTAC",236.19,25.76,"FRIANT","CA","MADERA","36-58-44.3374N",36.97898261,"120-06-29.8018W",-120.10827827,"MAE","01853.","A","",15000,"MSL",3,"Y","Y","","DAILY SR-1 HR AFTER SS","RIU","RANCHO MURIETA","","","",""
"2026/02/19","PCA034","RDD","VOR/DME",339,12.5,"REDDING","CA","REDDING","40-42-45.8900N",40.71274722,"122-18-21.7413W",-122.30603925,"RDD","02089.","A","BIRKLAND'S RANCH",3900,"MSL",3,"Y","Y","","5/1 THROUGH 11/1 YEARLY","RIU","RANCHO MURIETA","","","",""
"2026/02/19","PCA035","PGY","VORTAC",58,4.4,"POGGI","CA","SAN DIEGO","32-37-58.8619N",32.63301719,"116-53-47.3662W",-116.89649061,"","","","OTAY RESERVOIR",14000,"MSL",1,"Y","Y","","DAILY SR-SS","SAN","SAN DIEGO","","","",""
"2026/02/19","PCA037","ENI","VORTAC",125.55,21.4,"MENDOCINO","CA","CLOVERDALE","38-46-23.5215N",38.77320041,"122-59-26.4902W",-122.99069172,"O60","01411.1","A","CLOVERDALE MUNICIPAL AIRPORT",12500,"MSL",1,"Y","Y","","MON-SUN 0800-2100","OAK","OAKLAND","CIVIL","","",""
"2026/02/19","PCA039","IPL","VORTAC",0,0,"IMPERIAL","CA","EL CENTRO","32-44-55.9050N",32.7488625,"115-30-30.8820W",-115.50857833,"NJK","01530.","A","",40000,"MSL",,"N","Y","","0700-1600 MON-FRI","SAN","SAN DIEGO","","","U S NAVY",""
"2026/02/19","PCA040","PGY","VORTAC",157,2.3,"POGGI","CA","SAN DIEGO","32-34-20.6402N",32.57240005,"116-58-19.1389W",-116.97198302,"SDM","02180.","A","",14000,"MSL",2,"Y","Y","","MON-FRI 0800-1800","SAN","SAN DIEGO","","","",""
"2026/02/19","PCA041","MCC","VOR/DME",353,14.7,"MC CLELLAN","CA","LINCOLN","38-54-31.9942N",38.90888727,"121-20-58.7490W",-121.3496525,"LHM","01772.","A","",15000,"MSL",,"Y","Y","","0800-SS DAILY","RIU","RANCHO MURIETA","CIVIL","","",""
