"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","FIX_ID_OLD","CHARTING_REMARK","FIX_USE_CODE","ARTCC_ID_HIGH","ARTCC_ID_LOW","PITCH_FLAG","CATCH_FLAG","SUA_ATCAA_FLAG","MIN_RECEP_ALT","COMPULSORY","CHARTS"
"2026/02/19","AADDY","K6","MD","US",39,11,48.48,"N",39.1968,76,58,24.27,"W",-76.97340833,"","","WP   ","ZDC","ZDC","N","N","N",,"","SID"
"2026/02/19","AADEN","K7","GA","US",31,32,28.08,"N",31.54113333,82,55,42.71,"W",-82.92853055,"","","WP   ","ZJX","ZJX","N","N","N",,"","CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
"2026/02/19","AADIE","K5","IN","US",39,53,13.53,"N",39.88709166,86,29,32.4,"W",-86.49233333,"","","WP   ","ZID","ZID","N","N","N",,"","STAR"
"2026/02/19","AADMS","K6","MA","US",42,35,7.53,"N",42.585425,71,19,8.13,"W",-71.318925,"","","WP   ","ZBW","ZBW","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
"2026/02/19","AADPO","P","AS","US",14,10,7.54,"S",-14.16876111,170,58,3.12,"W",-170.96753333,"","","RP   ","ZAK","ZAK","N","N","N",,"","ENROUTE LOW"
"2026/02/19","AAERO","K2","CO","US",39,35,57.73,"N",39.59936944,106,58,46.01,"W",-106.97944722,"","","WP   ","ZDV","ZDV","N","N","N",,"","SPECIAL DP,SPECIAL IAP"
"2026/02/19","AAFRE","K6","PA","US",40,27,0.41,"N",40.45011388,79,55,3.98,"W",-79.91777222,"","","WP   ","ZOB","ZOB","N","N","N",,"","SPECIAL IAP"
"2026/02/19","AAGEE","K2","CO","US",40,1,37.71,"N",40.02714166,104,46,41.74,"W",-104.77826111,"","","WP   ","ZDV","ZDV","N","N","N",,"","IAP"
"2026/02/19","AAGIN","K5","IL","US",40,34,59.21,"N",40.58311388,88,18,50.08,"W",-88.31391111,"","","WP   ","ZAU","ZAU","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW"
"2026/02/19","AAHOY","K","OG","US",28,34,14.32,"N",28.57064444,83,5,52.46,"W",-83.09790555,"","","WP   ","ZJX","ZJX","N","N","N",,"","STAR"
"2026/02/19","AAHZZ","K4","TX","US",29,43,51.34,"N",29.73092777,95,55,53.99,"W",-95.93166388,"","","WP   ","ZHU","ZHU","N","N","N",,"","STAR"
"2026/02/19","AAIRE","K7","SC","US",35,8,46.57,"N",35.14626944,81,3,44.33,"W",-81.06231388,"","","WP   ","ZTL","ZTL","N","N","N",,"","STAR"
"2026/02/19","AAIRR","K6","VA","US",38,34,8.73,"N",38.56909166,79,8,36.6,"W",-79.1435,"","","WP   ","ZDC","ZDC","N","N","N",,"","SPECIAL IAP"
"2026/02/19","AAITT","PA","AK","US",61,36,49.39,"N",61.61371944,149,53,52.9,"W",-149.89802777,"","","WP   ","ZAN","ZAN","N","N","N",,"","NOT REQUIRED"
"2026/02/19","AAJAE","K4","LA","US",32,26,21.19,"N",32.43921944,93,37,20.23,"W",-93.62228611,"","","MR   ","ZFW","ZFW","N","N","N",,"","MILITARY IAP"
"2026/02/19","AAJAY","K5","KY","US",38,55,57.56,"N",38.93265555,84,32,25.46,"W",-84.54040555,"","","WP   ","ZID","ZID","N","N","N",,"","STAR"
"2026/02/19","AAKAY","K7","GA","US",33,38,3.02,"N",33.63417222,84,47,35.88,"W",-84.7933,"","RNAV","RP   ","ZTL","ZTL","N","N","N",,"","IAP,STAR"
"2026/02/19","AALAN","K2","AZ","US",36,35,19.39,"N",36.58871944,113,55,6.09,"W",-113.91835833,"","RNAV","RP   ","ZLA","ZLA","N","N","N",,"","CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
"2026/02/19","AALEX","K7","SC","US",33,3,12.77,"N",33.05354722,80,20,26.77,"W",-80.34076944,"","","WP   ","ZJX","ZJX","N","N","N",,"","STAR"
"2026/02/19","AALII","K4","AR","US",35,3,47.99,"N",35.06333055,92,0,10.22,"W",-92.00283888,"","","MW   ","ZME","ZME","N","N","N",,"","MILITARY IAP"
"2026/02/19","AALIX","K1","WA","US",48,30,15.89,"N",48.50441388,121,45,22.85,"W",-121.75634722,"","","WP   ","ZSE","ZSE","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW"
"2026/02/19","AALLE","K2","CO","US",40,27,12.33,"N",40.453425,103,45,25.19,"W",-103.75699722,"","","WP   ","ZDV","ZDV","N","N","N",,"","STAR"
"2026/02/19","AALNG","K1","MT","US",45,45,40.63,"N",45.76128611,110,52,24.59,"W",-110.87349722,"","","WP   ","ZLC","ZLC","N","N","N",,"","SID"
"2026/02/19","AALYS","K6","ME","US",44,40,23.45,"N",44.67318055,69,4,10.78,"W",-69.06966111,"","","WP   ","ZBW","ZBW","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW,IAP"
"2026/02/19","AAMBR","K3","MO","US",37,43,34.02,"N",37.72611666,92,38,58.31,"W",-92.64953055,"","","WP   ","ZKC","ZKC","N","N","N",,"","IAP"
"2026/02/19","AAMEE","K5","IL","US",41,49,11.62,"N",41.81989444,87,53,44.8,"W",-87.89577777,"","","WP   ","ZAU","ZAU","N","N","N",,"","IAP"
"2026/02/19","AAMMO","K7","NC","US",35,6,22.72,"N",35.10631111,79,45,33.36,"W",-79.75926666,"","","MW   ","ZDC","ZDC","N","N","N",,"","MILITARY IAP"
"2026/02/19","AAMOS","K7","FL","US",30,30,53.9,"N",30.51497222,81,58,30.2,"W",-81.97505555,"","","WP   ","ZJX","ZJX","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW,STAR"
"2026/02/19","AAMYY","P","OP","US",51,23,59.75,"N",51.39993055,171,33,13.42,"E",171.55372777,"","COMPULSORY HIGH","WP   ","ZAN","ZAN","N","N","N",,"HIGH","CONTROLLER HIGH,ENROUTE HIGH,NORTH PACIFIC ROUTE"
"2026/02/19","AANAH","K3","MN","US",44,25,41.36,"N",44.42815555,93,19,19.23,"W",-93.32200833,"","","WP   ","ZMP","ZMP","N","N","N",,"","STAR"
"2026/02/19","AANDD","K4","OK","US",34,24,43.01,"N",34.41194722,97,8,41.78,"W",-97.14493888,"","","WP   ","ZFW","ZFW","N","N","N",,"","IAP"
"2026/02/19","AANDI","K7","MS","US",30,24,41.46,"N",30.41151666,88,55,7.77,"W",-88.918825,"","","MR   ","ZHU","ZHU","N","N","N",,"","MILITARY IAP"
"2026/02/19","AANDY","K3","IA","US",41,49,18,"N",41.82166666,96,3,55,"W",-96.06527777,"","","WP   ","ZMP","ZMP","N","N","N",,"","STAR"
"2026/02/19","AANET","K2","CA","US",38,31,50.77,"N",38.53076944,122,29,49.9,"W",-122.49719444,"","","WP   ","ZOA","ZOA","N","N","N",,"","STAR"
"2026/02/19","AANNE","K2","CA","US",36,21,6.14,"N",36.35170555,121,21,49.21,"W",-121.36366944,"","","RP   ","ZOA","ZOA","N","N","N",,"","CONTROLLER LOW,IAP"
"2026/02/19","AANNN","K6","VA","US",37,35,47,"N",37.59638888,77,13,36.77,"W",-77.22688055,"","","WP   ","ZDC","ZDC","N","N","N",,"","IAP"
"2026/02/19","AANTS","K6","VA","US",38,43,7.16,"N",38.71865555,78,27,45.53,"W",-78.46264722,"","RNAV","RP   ","ZDC","ZDC","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW"
"2026/02/19","AANZA","K3","MN","US",43,45,46.56,"N",43.76293333,91,29,8.22,"W",-91.48561666,"","","WP   ","ZMP","ZMP","N","N","N",,"","IAP"
"2026/02/19","AARBY","K3","MO","US",38,48,59.77,"N",38.81660277,90,40,25.52,"W",-90.67375555,"","","WP   ","ZKC","ZKC","N","N","N",,"","IAP"
"2026/02/19","AARCH","K5","IL","US",39,5,37,"N",39.09361111,89,9,45,"W",-89.1625,"","","WP   ","ZKC","ZKC","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW,STAR"
"2026/02/19","AARCI","K2","CA","US",33,34,37.67,"N",33.57713055,117,2,41,"W",-117.04472222,"","","WP   ","ZLA","ZLA","N","N","N",,"","MILITARY IAP"
"2026/02/19","AAREE","K4","LA","US",32,26,35.29,"N",32.44313611,93,37,5.04,"W",-93.61806666,"","","MR   ","ZFW","ZFW","N","N","N",,"","MILITARY IAP"
"2026/02/19","AAREN","K7","NC","US",36,30,39.69,"N",36.511025,78,57,28.25,"W",-78.95784722,"","","WP   ","ZDC","ZDC","N","N","N",,"","IAP"
"2026/02/19","AARES","PH","HI","US",20,59,55,"N",20.99861111,157,5,42,"W",-157.095,"","","WP   ","ZHN","ZHN","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW,SID"
"2026/02/19","AARGH","K4","OK","US",34,53,35.05,"N",34.89306944,99,54,27.83,"W",-99.90773055,"","","WP   ","ZFW","ZFW","N","N","N",,"","IAP"
"2026/02/19","AARIN","K5","IN","US",39,55,13,"N",39.92027777,86,13,16,"W",-86.22111111,"","","WP   ","ZID","ZID","N","N","N",,"","CONTROLLER,SECTIONAL"
"2026/02/19","AARNN","K7","NC","US",36,22,43.59,"N",36.378775,78,1,4.05,"W",-78.01779166,"","","WP   ","ZDC","ZDC","N","N","N",,"","CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
"2026/02/19","AARON","K1","OR","US",43,24,1.39,"N",43.40038611,122,42,3.57,"W",-122.70099166,"","","WP   ","ZSE","ZSE","N","N","N",,"","STAR"
"2026/02/19","AARPS","K7","FL","US",26,42,24.33,"N",26.70675833,80,16,15.28,"W",-80.27091111,"","RNAV","RP   ","ZMA","ZMA","N","N","N",,"","CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
"2026/02/19","AARTA","K7","AL","US",34,36,21.29,"N",34.60591388,87,16,24.75,"W",-87.27354166,"","","WP   ","ZME","ZME","N","N","N",,"","IAP"
"2026/02/19","AARUN","K","OA","US",33,44,5.35,"N",33.73481944,66,15,42.51,"W",-66.26180833,"","","WP   ","ZNY","ZNY","N","N","N",,"","CONTROLLER,SID"
"2026/02/19","AARWX","K7","FL","US",26,38,40.95,"N",26.64470833,80,20,28.43,"W",-80.34123055,"","","WP   ","ZMA","ZMA","N","N","N",,"","CONTROLLER HIGH,CONTROLLER LOW"
"2026/02/19","AASEN","K1","WA","US",45,49,47.63,"N",45.82989722,122,36,42.85,"W",-122.61190277,"","","RP   ","ZSE","ZSE","N","N","N",,"","IAP,MILITARY IAP"
"2026/02/19","AASON","K2","NV","US",40,51,42.12,"N",40.8617,115,36,45.58,"W",-115.61266111,"","","RP   ","ZLC","ZLC","N","N","N",,"","IAP"
"2026/02/19","AASPN","K2","CA","US",34,16,5.53,"N",34.26820277,117,1,57.56,"W",-117.03265555,"","","WP   ","ZLA","ZLA","N","N","N",,"","STAR"
"2026/02/19","AASTN","K6","VA","US",37,5,18.46,"N",37.08846111,80,42,41.29,"W",-80.71146944,"","","WP   ","ZTL","ZTL","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW,IAP,SID"
"2026/02/19","AASUM","K6","ME","US",43,39,59.3,"N",43.66647222,70,13,57.41,"W",-70.23261388,"","","WP   ","ZBW","ZBW","N","N","N",,"","IAP"
"2026/02/19","AASUN","K3","MN","US",44,54,27.64,"N",44.90767777,93,15,18.16,"W",-93.25504444,"","RNAV","RP   ","ZMP","ZMP","N","N","N",,"","IAP,MILITARY IAP"
"2026/02/19","AATAT","K7","GA","US",33,10,1.95,"N",33.16720833,83,26,13.93,"W",-83.43720277,"","","WP   ","ZTL","ZTL","N","N","N",,"","CONTROLLER,ENROUTE HIGH,STAR"
"2026/02/19","AATRE","PH","HI","US",21,13,11.05,"N",21.21973611,157,55,18.91,"W",-157.92191944,"","","WP   ","ZHN","ZHN","N","N","N",,"","SPECIAL IAP"
"2026/02/19","AAVON","K2","CO","US",39,45,51.26,"N",39.76423888,108,8,9.67,"W",-108.13601944,"","","WP   ","ZDV","ZDV","N","N","N",,"","STAR"
"2026/02/19","AAVVA","K6","VA","US",37,36,26.86,"N",37.60746111,77,23,47.02,"W",-77.39639444,"","","WP   ","ZDC","ZDC","N","N","N",,"","IAP"
"2026/02/19","AAYDE","K5","WI","US",43,14,32.43,"N",43.24234166,90,50,57.39,"W",-90.849275,"","","WP   ","ZAU","ZAU","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW,SPECIAL DP,SPECIAL IAP"
"2026/02/19","AAYES","K2","CO","US",39,43,12.01,"N",39.72000277,105,4,43.35,"W",-105.07870833,"","","WP   ","ZDV","ZDV","N","N","N",,"","IAP,STAR"
"2026/02/19","AAYJY","K2","CA","US",33,41,7.97,"N",33.68554722,118,10,20.55,"W",-118.172375,"","","WP   ","ZLA","ZLA","N","N","N",,"","SID"
"2026/02/19","AAYRR","K1","WA","US",46,38,48.55,"N",46.64681944,123,43,20.6,"W",-123.72238888,"","","WP   ","ZSE","ZSE","N","N","N",,"","STAR"
"2026/02/19","ABASN","K2","CO","US",38,59,47.97,"N",38.99665833,106,34,51.72,"W",-106.58103333,"","","WP   ","ZDV","ZDV","N","N","N",,"","STAR"
"2026/02/19","ABSAW","K3","MN","US",44,1,55.47,"N",44.032075,93,52,48.32,"W",-93.88008888,"","","WP   ","ZMP","ZMP","N","N","N",,"","SPECIAL DP,SPECIAL IAP"
"2026/02/19","ACABE","K7","TN","US",36,17,37.42,"N",36.29372777,82,19,26.83,"W",-82.32411944,"","","WP   ","ZTL","ZTL","N","N","N",,"","IAP"
"2026/02/19","ACACE","K3","MN","US",44,37,55.33,"N",44.63203611,96,2,31.21,"W",-96.04200277,"","","WP   ","ZMP","ZMP","N","N","N",,"","IAP"
"2026/02/19","ACACO","K2","UT","US",41,53,58.64,"N",41.89962222,111,50,30.04,"W",-111.84167777,"","","WP   ","ZLC","ZLC","N","N","N",,"","IAP"
"2026/02/19","ACADI","K6","VA","US",38,55,41.88,"N",38.9283,78,15,11.06,"W",-78.25307222,"","","WP   ","ZDC","ZDC","N","N","N",,"","SPECIAL DP,SPECIAL IAP"
"2026/02/19","ACADN","CY","","CA",44,40,0,"N",44.66666666,64,0,0,"W",-64,"","","WP   ","ZQM","ZQM","N","N","N",,"","NOT REQUIRED"
"2026/02/19","ACADO","K4","TX","US",32,40,26.15,"N",32.67393055,97,36,25.81,"W",-97.60716944,"","","WP   ","ZFW","ZFW","N","N","N",,"","IAP"
"2026/02/19","ACAFI","K1","MT","US",46,21,54.74,"N",46.36520555,114,7,18.5,"W",-114.12180555,"","","WP   ","ZLC","ZLC","N","N","N",,"","IAP"
"2026/02/19","ACAFO","K6","NY","US",42,45,54.92,"N",42.76525555,75,31,11.99,"W",-75.51999722,"","","WP   ","ZBW","ZBW","N","N","N",,"","IAP"
"2026/02/19","ACAGI","K2","CO","US",40,25,56.2,"N",40.43227777,106,50,33.84,"W",-106.84273333,"","RNAV","RP   ","ZDV","ZDV","N","N","N",,"","ENROUTE LOW,IAP"
"2026/02/19","ACAGO","K2","UT","US",39,37,16.34,"N",39.62120555,111,52,10.78,"W",-111.86966111,"","","WP   ","ZLC","ZLC","N","N","N",,"","IAP,SID"
"2026/02/19","ACAGU","K2","NM","US",36,48,58.34,"N",36.81620555,103,11,42.95,"W",-103.19526388,"","RNAV","RP   ","ZAB","ZAB","N","N","N",,"","CONTROLLER,ENROUTE LOW,IAP"
"2026/02/19","ACAKO","K1","MT","US",47,14,52.45,"N",47.24790277,104,57,35.9,"W",-104.95997222,"","RNAV","RP   ","ZLC","ZLC","N","N","N",,"","CONTROLLER,ENROUTE LOW,IAP"
"2026/02/19","ACALE","K4","AR","US",35,36,31.54,"N",35.60876111,90,6,48,"W",-90.11333333,"","","WP   ","ZME","ZME","N","N","N",,"","STAR"
"2026/02/19","ACANO","K5","MI","US",46,15,19.13,"N",46.25531388,84,37,48.51,"W",-84.63014166,"","","WP   ","ZMP","ZMP","N","N","N",,"","IAP"
"2026/02/19","ACANY","K3","NE","US",40,40,16.18,"N",40.67116111,98,44,39.45,"W",-98.74429166,"","","WP   ","ZMP","ZMP","N","N","N",,"","IAP"
"2026/02/19","ACAPE","K1","MT","US",46,0,4.74,"N",46.00131666,110,42,24.28,"W",-110.70674444,"","","WP   ","ZLC","ZLC","N","N","N",,"","IAP"
"2026/02/19","ACAPO","K5","OH","US",41,26,33.68,"N",41.44268888,81,48,20.86,"W",-81.80579444,"","","WP   ","ZOB","ZOB","N","N","N",,"","IAP"
"2026/02/19","ACAPU","K7","FL","US",30,44,9.19,"N",30.73588611,81,39,53.88,"W",-81.66496666,"","","WP   ","ZJX","ZJX","N","N","N",,"","IAP"
"2026/02/19","ACARA","K2","NV","US",36,0,32.72,"N",36.00908888,115,5,27.24,"W",-115.0909,"","","WP   ","ZLA","ZLA","N","N","N",,"","SPECIAL IAP"
"2026/02/19","ACARI","K6","PA","US",40,46,9.89,"N",40.76941388,80,8,21.64,"W",-80.13934444,"","","WP   ","ZOB","ZOB","N","N","N",,"","SPECIAL IAP"
"2026/02/19","ACASA","K2","","FM",7,17,17.17,"N",7.28810277,151,47,52.74,"E",151.79798333,"","","WP   ","ZAK","ZAK","N","N","N",,"","SPECIAL IAP"
"2026/02/19","ACATA","K5","IL","US",41,22,3.3,"N",41.36758333,88,49,4.02,"W",-88.81778333,"","","WP   ","ZAU","ZAU","N","N","N",,"","SPECIAL DP,SPECIAL IAP"
"2026/02/19","ACATE","PA","AK","US",59,42,50.93,"N",59.71414722,162,33,9.7,"W",-162.55269444,"","","WP   ","ZAN","ZAN","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW"
"2026/02/19","ACATI","K5","MI","US",43,43,27.06,"N",43.72418333,83,47,45.34,"W",-83.79592777,"","","WP   ","ZMP","ZMP","N","N","N",,"","IAP"
"2026/02/19","ACAVA","K2","CO","US",38,2,52.24,"N",38.04784444,103,36,59.85,"W",-103.616625,"","","WP   ","ZDV","ZDV","N","N","N",,"","IAP"
"2026/02/19","ACAVU","K6","PA","US",41,50,52.4,"N",41.84788888,79,33,16.35,"W",-79.55454166,"","","WP   ","ZOB","ZOB","N","N","N",,"","IAP"
"2026/02/19","ACAYO","K3","NE","US",42,12,2.88,"N",42.2008,96,58,54.37,"W",-96.98176944,"","","WP   ","ZMP","ZMP","N","N","N",,"","IAP"
"2026/02/19","ACAZE","K6","NY","US",41,28,25.35,"N",41.47370833,74,21,58.2,"W",-74.36616666,"","","WP   ","ZBW","ZNY","N","N","N",,"","IAP"
"2026/02/19","ACCHE","K7","FL","US",29,34,43.02,"N",29.57861666,81,28,29.19,"W",-81.474775,"","","WP   ","ZJX","ZJX","N","N","N",,"","CONTROLLER LOW,ENROUTE LOW,SID"
"2026/02/19","ACCIO","K4","TX","US",28,48,47.11,"N",28.81308611,96,59,22.29,"W",-96.989525,"","","WP   ","ZHU","ZHU","N","N","N",,"","SPECIAL DP,SPECIAL IAP"
"2026/02/19","ACCOM","K6","VA","US",37,34,16.77,"N",37.571325,75,48,4.68,"W",-75.8013,"","","WP   ","ZDC","ZDC","N","N","N",,"","CONTROLLER,ENROUTE LOW,IAP"
"2026/02/19","ACCOW","K6","NH","US",44,42,26.62,"N",44.70739444,71,12,2.9,"W",-71.20080555,"","","WP   ","ZBW","ZBW","N","N","N",,"","IAP"
"2026/02/19","ACCRA","K5","IL","US",41,56,0,"N",41.93333333,88,1,10,"W",-88.01944444,"","","WP   ","ZAU","ZAU","N","N","N",,"","CONTROLLER,ENROUTE HIGH,ENROUTE LOW,SID"
"2026/02/19","ACDAV","PA","AK","US",64,29,30.04,"N",64.49167777,162,44,17.18,"W",-162.73810555,"","","WP   ","ZAN","ZAN","N","N","N",,"","IAP"
"2026/02/19","ACDEP","K1","WA","US",45,40,14.08,"N",45.67057777,122,37,52.16,"W",-122.63115555,"","","WP   ","ZSE","ZSE","N","N","N",,"","IAP"
"2026/02/19","ACDIV","K3","MO","US",37,40,32.08,"N",37.67557777,89,56,15.42,"W",-89.93761666,"","","WP   ","ZKC","ZKC","N","N","N",,"","IAP"
"2026/02/19","ACDIY","K2","CO","US",40,30,17.86,"N",40.50496111,106,51,31.38,"W",-106.85871666,"","","WP   ","ZDV","ZDV","N","N","N",,"","IAP"
"2026/02/19","ACEBE","K5","WI","US",44,39,52.91,"N",44.66469722,89,15,49.53,"W",-89.26375833,"","","WP   ","ZMP","ZMP","N","N","N",,"","IAP"
"2026/02/19","ACEBO","K3","MN","US",48,40,27.08,"N",48.67418888,95,37,56.45,"W",-95.63234722,"","","WP   ","ZMP","ZMP","N","N","N",,"","IAP"
"2026/02/19","ACECE","K5","IL","US",41,49,14.68,"N",41.82074444,89,52,6.84,"W",-89.86856666,"","","WP   ","ZAU","ZAU","N","N","N",,"","SPECIAL IAP"
"2026/02/19","ACECI","K4","TX","US",30,0,40.7,"N",30.01130555,95,48,17.98,"W",-95.80499444,"","","WP   ","ZHU","ZHU","N","N","N",,"","IAP"
"2026/02/19","ACEDI","K5","KY","US",36,55,14.3,"N",36.92063888,88,56,21.86,"W",-88.93940555,"","","WP   ","ZME","ZME","N","N","N",,"","IAP,MILITARY IAP"
"2026/02/19","ACEHO","K3","NE","US",41,51,12.13,"N",41.85336944,102,41,42.54,"W",-102.69515,"","","WP   ","ZDV","ZDV","N","N","N",,"","IAP"
"2026/02/19","ACEHY","K5","IN","US",41,6,19.17,"N",41.105325,87,4,55.51,"W",-87.08208611,"","","WP   ","ZAU","ZAU","N","N","N",,"","IAP"
"2026/02/19","ACEJU","K7","FL","US",29,35,41.56,"N",29.59487777,82,54,53.93,"W",-82.91498055,"","","CN   ","ZJX","ZJX","N","N","N",,"","IAP"
"2026/02/19","ACEKO","K2","CA","US",39,1,13.76,"N",39.02048888,120,31,0.15,"W",-120.51670833,"","","RP   ","ZOA","ZOA","N","N","N",,"","IAP"
"2026/02/19","ACELA","K6","CT","US",41,26,19.89,"N",41.43885833,72,46,51.07,"W",-72.78085277,"","","RP   ","ZBW","ZBW","N","N","N",,"","IAP"
"2026/02/19","ACELI","K2","NM","US",35,25,22.88,"N",35.42302222,108,5,28.49,"W",-108.09124722,"","","WP   ","ZAB","ZAB","N","N","N",,"","IAP"
"2026/02/19","ACELL","K2","CA","US",33,55,28.21,"N",33.92450277,117,51,35.86,"W",-117.85996111,"","","MR   ","ZLA","ZLA","N","N","N",,"","MILITARY IAP"
"2026/02/19","ACELO","K6","VA","US",39,22,28.12,"N",39.37447777,78,17,12.97,"W",-78.28693611,"","","WP   ","ZDC","ZDC","N","N","N",,"","IAP"
"2026/02/19","ACEMI","K3","IA","US",42,6,52.51,"N",42.11458611,90,11,55.71,"W",-90.19880833,"","","WP   ","ZAU","ZAU","N","N","N",,"","IAP"
"2026/02/19","ACENE","K7","FL","US",30,32,3.76,"N",30.53437777,81,37,16.7,"W",-81.62130555,"","","WP   ","ZJX","ZJX","N","N","N",,"","IAP"
"2026/02/19","ACENO","K7","NC","US",35,19,2.84,"N",35.31745555,78,51,23.1,"W",-78.85641666,"","RNAV","MR   ","ZDC","ZDC","N","N","N",,"","MILITARY IAP"
"2026/02/19","ACEPA","K2","AZ","US",36,53,31.58,"N",36.89210555,113,35,36.72,"W",-113.59353333,"","","RP   ","ZLA","ZLA","N","N","N",,"","IAP"
"2026/02/19","ACEPU","K5","WI","US",43,15,8.8,"N",43.25244444,88,7,30.86,"W",-88.12523888,"","","WP   ","ZAU","ZAU","N","N","N",,"","SPECIAL DP,SPECIAL IAP"
"2026/02/19","ACERA","K7","GA","US",33,51,59.79,"N",33.86660833,84,11,35.66,"W",-84.19323888,"","","WP   ","ZTL","ZTL","N","N","N",,"","IAP"
"2026/02/19","ACERB","K7","SC","US",35,5,56.24,"N",35.09895555,81,7,42.98,"W",-81.12860555,"","","WP   ","ZTL","ZTL","N","N","N",,"","CONTROLLER,ENROUTE HIGH,ENROUTE LOW,SID"
"2026/02/19","ACERE","K7","FL","US",25,46,14.84,"N",25.77078888,80,40,0.36,"W",-80.66676666,"","","WP   ","ZMA","ZMA","N","N","N",,"","STAR"
"2026/02/19","ACERI","K2","CO","US",38,2,54.31,"N",38.04841944,103,24,4.46,"W",-103.40123888,"","","WP   ","ZDV","ZDV","N","N","N",,"","IAP"
