"EFF_DATE","SITE_NO","SITE_TYPE_CODE","FACILITY_TYPE","STATE_CODE","FACILITY_ID","CITY","COUNTRY_CODE","ICAO_ID","FACILITY_NAME","REGION_CODE","TWR_OPERATOR_CODE","TWR_CALL","TWR_HRS","PRIMARY_APCH_RADIO_CALL","APCH_P_PROVIDER","APCH_P_PROV_TYPE_CD","SECONDARY_APCH_RADIO_CALL","APCH_S_PROVIDER","APCH_S_PROV_TYPE_CD","PRIMARY_DEP_RADIO_CALL","DEP_P_PROVIDER","DEP_P_PROV_TYPE_CD","SECONDARY_DEP_RADIO_CALL","DEP_S_PROVIDER","DEP_S_PROV_TYPE_CD","CTL_FAC_APCH_DEP_CALLS","APCH_DEP_OPER_CODE","CTL_PRVDING_HRS","SECONDARY_CTL_PRVDING_HRS"
"2026/02/19","27254.","A","NON-ATCT","WI","HYR","HAYWARD","US","KHYR","SAWYER COUNTY","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","06650.1","A","NON-ATCT","KS","HYS","HAYS","US","KHYS","HAYS RGNL","ACE","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","22224.2","A","NON-ATCT","SC","HYW","CONWAY","US","KHYW","CONWAY-HORRY COUNTY","ASO","","","","MYRTLE BEACH","MYR","A","JACKSONVILLE ARTCC","ZJX","C","MYRTLE BEACH","MYR","A","JACKSONVILLE ARTCC","ZJX","C","","","",""
"2026/02/19","10298.","A","NON-ATCT","MI","HYX","SAGINAW","US","KHYX","SAGINAW COUNTY/H W BROWNE","AGL","","","","GREAT LAKES","AZO","A","CLEVELAND ARTCC","ZOB","C","GREAT LAKES","AZO","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","23014.","A","NON-ATCT","TN","HZD","HUNTINGDON","US","KHZD","SGT LEE RUSSELL CARROLL COUNTY","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","17357.1","A","NON-ATCT","ND","HZE","HAZEN","US","KHZE","MERCER COUNTY RGNL","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","20527.","A","NON-ATCT","PA","HZL","HAZLETON","US","KHZL","HAZLETON RGNL","AEA","","","","WILKES-BARRE","AVP","A","","","","WILKES-BARRE","AVP","A","","","","","","",""
"2026/02/19","07678.","A","NON-ATCT","LA","HZR","NEW ROADS","US","KHZR","FALSE RIVER RGNL","ASW","","","","BATON ROUGE","BTR","A","HOUSTON ARTCC","ZHU","C","BATON ROUGE","BTR","A","HOUSTON ARTCC","ZHU","C","","","",""
"2026/02/19","10818.5","A","NON-ATCT","MN","HZX","MC GREGOR","US","KHZX","ISEDOR IVERSON","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","17554.1","A","NON-ATCT","OH","HZY","ASHTABULA","US","KHZY","NORTHEAST OHIO RGNL","AGL","","","","BUFFALO","BUF","A","CLEVELAND ARTCC","ZOB","C","BUFFALO","BUF","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","17666.51","A","NON-ATCT","OH","I10","CALDWELL","US","","NOBLE COUNTY","AGL","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","26846.","A","NON-ATCT","WV","I16","PINEVILLE","US","","KEE FLD","AEA","","","","CHARLESTON","CRW","A","","","","CHARLESTON","CRW","A","","","","","","",""
"2026/02/19","18394.","A","NON-ATCT","OH","I17","PIQUA","US","","PIQUA/HARTZELL FLD","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","26860.","A","NON-ATCT","WV","I18","RAVENSWOOD","US","","JACKSON COUNTY","AEA","","","","HUNTINGTON","HTS","A","","","","HUNTINGTON","HTS","A","","","","","","",""
"2026/02/19","05774.","A","NON-ATCT","IN","I22","WINCHESTER","US","","RANDOLPH COUNTY","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","18642.2","A","NON-ATCT","OH","I23","WASHINGTON COURT HOUSE","US","","FAYETTE COUNTY","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","05319.","A","NON-ATCT","IN","I34","GREENSBURG","US","","GREENSBURG MUNI","AGL","","","","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","IND","A","","","","","","",""
"2026/02/19","07183.1","A","NON-ATCT","KY","I35","HARLAN","US","","TUCKER-GUTHRIE MEML","ASO","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","17803.11","A","NON-ATCT","OH","I40","COSHOCTON","US","","RICHARD DOWNING","AGL","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","05568.","A","NON-ATCT","IN","I42","PAOLI","US","","PAOLI MUNI","AGL","","","","LOUISVILLE","SDF","A","","","","LOUISVILLE","SDF","A","","","","","","",""
"2026/02/19","17819.","A","NON-ATCT","OH","I44","DAYTON","US","","DAHIO TROTWOOD","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","18584.","A","NON-ATCT","OH","I54","TREMONT CITY","US","","MAD RIVER AIRPARK","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","04890.21","A","NON-ATCT","IL","I63","MOUNT STERLING","US","","MOUNT STERLING MUNI","AGL","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","18717.01","A","NON-ATCT","OH","I66","WILMINGTON","US","","CLINTON FLD","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","18009.","A","NON-ATCT","OH","I67","HARRISON","US","","CINCINNATI WEST","AGL","","","","CINCINNATI","CVG","A","","","","CINCINNATI","CVG","A","","","","","","",""
"2026/02/19","18076.1","A","NON-ATCT","OH","I68","LEBANON","US","","WARREN COUNTY/JOHN LANE FLD","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","17574.","A","NON-ATCT","OH","I69","BATAVIA","US","","CLERMONT COUNTY","AGL","","","","CINCINNATI","CVG","A","","","","CINCINNATI","CVG","A","","","","","","",""
"2026/02/19","17823.","A","NON-ATCT","OH","I73","DAYTON","US","","MORAINE AIR PARK","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","18603.","A","NON-ATCT","OH","I74","URBANA","US","","GRIMES FLD","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","06254.21","A","NON-ATCT","IA","I75","OSCEOLA","US","","OSCEOLA MUNI","ACE","","","","DES MOINES","DSM","A","","","","DES MOINES","DSM","A","","","","","","",""
"2026/02/19","05574.01","A","NON-ATCT","IN","I76","PERU","US","","PERU MUNI","AGL","","","","GRISSOM","GUS","A","CHICAGO ARTCC","APCH/S CALL IS CHICAGO ARTCC","S","GRISSOM","GUS","A","CHICAGO ARTCC","DEP/S CALL IS CHICAGO ARTCC","S","","","",""
"2026/02/19","05629.1","A","NON-ATCT","IN","I83","SALEM","US","","SALEM MUNI","AGL","","","","LOUISVILLE","SDF","A","","","","LOUISVILLE","SDF","A","","","","","","",""
"2026/02/19","18291.","A","NON-ATCT","OH","I86","NEW LEXINGTON","US","","ED NEWLON FLD","AGL","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","","","TRACON","TX","I90","HOUSTON","US","","HOUSTON TRACON","ASW","","","","","","","","","","","","","","","","HOUSTON","F","24",""
"2026/02/19","07182.5","A","NON-ATCT","KY","I93","HARDINSBURG","US","","BRECKINRIDGE COUNTY","ASO","","","","LOUISVILLE","SDF","A","","","","LOUISVILLE","SDF","A","","","","","","",""
"2026/02/19","18065.1","A","NON-ATCT","OH","I95","KENTON","US","","HARDIN COUNTY","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","05087.3","A","NON-ATCT","IN","I99","ALEXANDRIA","US","","ALEXANDRIA","AGL","","","","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","IND","A","","","","","","",""
"2026/02/19","05943.22","H","NON-ATCT","IA","IA04","DECORAH","US","","WINNESHIEK MEDICAL CENTER","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","06219.01","H","NON-ATCT","IA","IA50","NEW HAMPTON","US","","MERCYONE NEW HAMPTON MEDICAL CENTER","ACE","","","","DES MOINES","DSM","A","MINNEAPOLIS ARTCC","ZMP","C","DES MOINES","DSM","A","MINNEAPOLIS ARTCC","ZMP","C","","","",""
"2026/02/19","06979.","A","ATCT","KS","IAB","WICHITA","US","KIAB","MC CONNELL AFB","ACE","A","MC CONNELL","24","WICHITA","ICT","A","","","","WICHITA","ICT","A","","","","","","",""
"2026/02/19","03002.","A","ATCT","DC","IAD","WASHINGTON","US","KIAD","WASHINGTON DULLES INTL","AEA","F","DULLES","24","POTOMAC","PCT","T","","","","POTOMAC","PCT","T","","","","","","",""
"2026/02/19","15800.","A","ATCT","NY","IAG","NIAGARA FALLS","US","KIAG","NIAGARA FALLS INTL","AEA","FCT","NIAGARA","0700-2300","BUFFALO","BUF","A","","","","BUFFALO","BUF","A","","","","","","",""
"2026/02/19","24071.1","A","ATCT","TX","IAH","HOUSTON","US","KIAH","GEORGE BUSH INTCNTL/HOUSTON","ASW","F","HOUSTON","24","HOUSTON","I90","T","","","","HOUSTON","I90","T","","","","","","",""
"2026/02/19","50412.9","A","NON-ATCT","AK","IAN","KIANA","US","PAIK","BOB BAKER MEML","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","12785.2","A","NON-ATCT","NE","IBM","KIMBALL","US","KIBM","KIMBALL MUNI/ROBERT E ARRAJ FLD","ACE","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","05903.","A","NON-ATCT","IA","ICL","CLARINDA","US","KICL","SCHENCK FLD","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","22837.","A","NON-ATCT","SD","ICR","WINNER","US","KICR","WINNER RGNL","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","06975.4","A","ATCT-TRACON","KS","ICT","WICHITA","US","KICT","WICHITA DWIGHT D EISENHOWER NTL","ACE","F","WICHITA","24","WICHITA","ICT","A","","","","WICHITA","ICT","A","","","","WICHITA","F","24",""
"2026/02/19","04209.","A","ATCT","ID","IDA","IDAHO FALLS","US","KIDA","IDAHO FALLS RGNL","ANM","F","IDAHO FALLS","0700-2000","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","20599.","A","NON-ATCT","PA","IDI","INDIANA","US","KIDI","INDIANA COUNTY/JIMMY STEWART FLD","AEA","","","","JOHNSTOWN","JST","A","CLEVELAND ARTCC","ZOB","C","JOHNSTOWN","JST","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","11274.","A","NON-ATCT","MS","IDL","INDIANOLA","US","KIDL","INDIANOLA MUNI","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","06690.","A","NON-ATCT","KS","IDP","INDEPENDENCE","US","KIDP","INDEPENDENCE MUNI","ACE","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","22764.","A","NON-ATCT","SD","IEN","PINE RIDGE","US","KIEN","PINE RIDGE","AGL","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","07667.","A","NON-ATCT","LA","IER","NATCHITOCHES","US","KIER","NATCHITOCHES RGNL","ASW","","","","POLK","POE","A","","","","POLK","POE","A","","","","","","",""
"2026/02/19","06074.","A","NON-ATCT","IA","IFA","IOWA FALLS","US","KIFA","IOWA FALLS MUNI","ACE","","","","DES MOINES","DSM","A","MINNEAPOLIS ARTCC","ZMP","C","DES MOINES","DSM","A","MINNEAPOLIS ARTCC","ZMP","C","","","",""
"2026/02/19","00640.5","A","ATCT","AZ","IFP","BULLHEAD CITY","US","KIFP","LAUGHLIN/BULLHEAD INTL","AWP","FCT","BULLHEAD TOWER","0800-1800","L.A. CENTER ARTCC","ZLA","C","","","","L.A. CENTER ARTCC","ZLA","C","","","","","","",""
"2026/02/19","50338.","A","NON-ATCT","AK","IGG","IGIUGIG","US","PAIG","IGIUGIG","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","00716.","A","NON-ATCT","AZ","IGM","KINGMAN","US","KIGM","KINGMAN","AWP","","","","L.A. CENTER ARTCC","ZLA","C","","","","L.A. CENTER ARTCC","ZLA","C","","","","","","",""
"2026/02/19","04518.","A","NON-ATCT","IL","IGQ","CHICAGO","US","KIGQ","LANSING MUNI","AGL","","","","CHICAGO","C90","T","","","","CHICAGO","C90","T","","","","","","",""
"2026/02/19","05409.2","H","NON-ATCT","IN","II56","KOKOMO","US","","RGNL HEALTH SYSTEM","AGL","","","","CHAMPAIGN","CMI","A","CHICAGO ARTCC","ZAU","C","CHAMPAIGN","CMI","A","CHICAGO ARTCC","ZAU","C","","","",""
"2026/02/19","06068.1","A","NON-ATCT","IA","IIB","INDEPENDENCE","US","KIIB","JAMES H CONNELL FLD AT INDEPENDENCE MUNI","ACE","","","","DES MOINES","DSM","A","MINNEAPOLIS ARTCC","ZMP","C","DES MOINES","DSM","A","MINNEAPOLIS ARTCC","ZMP","C","","","",""
"2026/02/19","50416.31","A","NON-ATCT","AK","IIK","KIPNUK","US","PAKI","KIPNUK","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","04091.2","A","NON-ATCT","GA","IIY","WASHINGTON","US","KIIY","WASHINGTON/WILKES COUNTY","ASO","","","","AUGUSTA","AGS","A","ATLANTA ARTCC","ZTL","C","AUGUSTA","AGS","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","02944.","A","NON-ATCT","CT","IJD","WILLIMANTIC","US","KIJD","WINDHAM","ANE","","","","BRADLEY","Y90","T","BOSTON ARTCC","ZBW","C","BRADLEY","Y90","T","","","","","","",""
"2026/02/19","04760.","A","NON-ATCT","IL","IJX","JACKSONVILLE","US","KIJX","JACKSONVILLE MUNI","AGL","","","","SAINT LOUIS","T75","T","","","","SAINT LOUIS","T75","T","","","","","","",""
"2026/02/19","24166.7","A","NON-ATCT","TX","IKG","KINGSVILLE","US","KIKG","KLEBERG COUNTY","ASW","","","","KINGSVILLE","NQI","A","HOUSTON ARTCC","ZHU","C","KINGSVILLE","NQI","A","HOUSTON ARTCC","ZHU","C","","","",""
"2026/02/19","04773.1","A","NON-ATCT","IL","IKK","KANKAKEE","US","KIKK","GREATER KANKAKEE","AGL","","","","CHICAGO ARTCC","ZAU","C","","","","CHICAGO ARTCC","ZAU","C","","","","","","",""
"2026/02/19","50530.","A","NON-ATCT","AK","IKO","NIKOLSKI","US","PAKO","NIKOLSKI AS","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","05835.1","A","NON-ATCT","IA","IKV","ANKENY","US","KIKV","ANKENY RGNL","ACE","","","","DES MOINES","DSM","A","","","","DES MOINES","DSM","A","","","","","","",""
"2026/02/19","10092.","A","NON-ATCT","MI","IKW","MIDLAND","US","KIKW","JACK BARSTOW","AGL","","","","GREAT LAKES","AZO","A","CLEVELAND ARTCC","ZOB","C","GREAT LAKES","AZO","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","04987.3","A","NON-ATCT","IL","IL48","ST JACOB","US","","ST LOUIS METRO-EAST/SHAFER FLD","AGL","","","","SAINT LOUIS","T75","T","","","","SAINT LOUIS","T75","T","","","","","","",""
"2026/02/19","24163.","A","NON-ATCT","TX","ILE","KILLEEN","US","KILE","SKYLARK FLD","ASW","","","","GRAY","GRK","A","","","","GRAY","GRK","A","","","","","","",""
"2026/02/19","02999.","A","ATCT","DE","ILG","WILMINGTON","US","KILG","NEW CASTLE","AEA","F","WILMINGTON","0630-2300","PHILADELPHIA","PHL","A","","","","PHILADELPHIA","PHL","A","","","","","","",""
"2026/02/19","50340.","A","NON-ATCT","AK","ILI","ILIAMNA","US","PAIL","ILIAMNA","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","17211.","A","ATCT-TRACON","NC","ILM","WILMINGTON","US","KILM","WILMINGTON INTL","ASO","F","WILMINGTON","0600-2300","WILMINGTON","ILM","A","WASHINGTON ARTCC","ZDC","C","WILMINGTON","ILM","A","WASHINGTON ARTCC","ZDC","C","WILMINGTON","F","0600-2300","2300-0600"
"2026/02/19","18717.","A","ATCT","OH","ILN","WILMINGTON","US","KILN","WILMINGTON AIR PARK","AGL","O","WILMINGTON","24","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","12776.","A","NON-ATCT","NE","IML","IMPERIAL","US","KIML","IMPERIAL MUNI","ACE","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","03245.","A","NON-ATCT","FL","IMM","IMMOKALEE","US","KIMM","IMMOKALEE RGNL","ASO","","","","FORT MYERS","RSW","A","MIAMI ARTCC","ZMA","C","FORT MYERS","RSW","A","MIAMI ARTCC","ZMA","C","","","",""
"2026/02/19","05453.1","A","NON-ATCT","IN","IMS","MADISON","US","KIMS","MADISON RGNL","AGL","","","","LOUISVILLE","SDF","A","","","","LOUISVILLE","SDF","A","","","","","","",""
"2026/02/19","09962.","A","NON-ATCT","MI","IMT","IRON MOUNTAIN KINGSFORD","US","KIMT","FORD","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","05319.04","H","NON-ATCT","IN","IN35","GREENSBURG","US","","DECATUR COUNTY MEML HOSPITAL","AGL","","","","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","IND","A","","","","","","",""
"2026/02/19","05602.01","H","NON-ATCT","IN","IN68","RICHMOND","US","","REID HOSPITAL","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","05511.13","H","NON-ATCT","IN","IN74","MUNCIE","US","","BALL MEML HOSPITAL","AGL","","","","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","IND","A","","","","","","",""
"2026/02/19","05469.09","H","NON-ATCT","IN","IN84","MARTINSVILLE","US","","IU HEALTH MORGAN","AGL","","","","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","IND","A","","","","","","",""
"2026/02/19","05375.","A","ATCT-TRACON","IN","IND","INDIANAPOLIS","US","KIND","INDIANAPOLIS INTL","AGL","F","INDY","24","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","IND","A","","","","INDIANAPOLIS","F","24",""
"2026/02/19","03249.","A","NON-ATCT","FL","INF","INVERNESS","US","KINF","INVERNESS","ASO","","","","JACKSONVILLE","JAX","A","","","","JACKSONVILLE","JAX","A","","","","","","",""
"2026/02/19","24057.9","A","NON-ATCT","TX","INJ","HILLSBORO","US","KINJ","HILLSBORO MUNI","ASW","","","","WACO","ACT","A","FORT WORTH ARTCC","ZFW","C","WACO","ACT","A","FORT WORTH ARTCC","ZFW","C","","","",""
"2026/02/19","25049.","A","NON-ATCT","TX","INK","WINK","US","KINK","WINKLER COUNTY","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","10749.","A","NON-ATCT","MN","INL","INTERNATIONAL FALLS","US","KINL","FALLS INTL/EINARSON FLD","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","13079.","A","ATCT","NV","INS","INDIAN SPRINGS","US","KINS","CREECH AFB","AWP","A","INDIAN SPRINGS","OPR H24 0630Z++ MON THRU 0615Z++ SAT; CLSD WKEND AND HOL.","","","","","","","","","","","","","","","",""
"2026/02/19","17220.","A","ATCT","NC","INT","WINSTON SALEM","US","KINT","SMITH REYNOLDS","ASO","FCT","WINSTON-SALEM","0645 - 2130","GREENSBORO","GSO","A","","","","GREENSBORO","GSO","A","","","","","","",""
"2026/02/19","00838.","A","NON-ATCT","AZ","INW","WINSLOW","US","KINW","WINSLOW-LINDBERGH RGNL","AWP","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","","","",""
"2026/02/19","07292.01","A","NON-ATCT","KY","IOB","MOUNT STERLING","US","KIOB","MOUNT STERLING/MONTGOMERY COUNTY","ASO","","","","LEXINGTON","LEX","A","","","","LEXINGTON","LEX","A","","","","","","",""
"2026/02/19","06070.","A","NON-ATCT","IA","IOW","IOWA CITY","US","KIOW","IOWA CITY MUNI","ACE","","","","CEDAR RAPIDS","CID","A","CHICAGO ARTCC","ZAU","C","CEDAR RAPIDS","CID","A","CHICAGO ARTCC","ZAU","C","","","",""
"2026/02/19","16866.","A","NON-ATCT","NC","IPJ","LINCOLNTON","US","KIPJ","LINCOLN COUNTY RGNL","ASO","","","","CHARLOTTE","CLT","A","","","","CHARLOTTE","CLT","A","","","","","","",""
"2026/02/19","01683.","A","NON-ATCT","CA","IPL","IMPERIAL","US","KIPL","IMPERIAL COUNTY","AWP","","","","YUMA","ZYL","C","","","","YUMA","ZYL","C","","","","","","",""
"2026/02/19","21791.","A","ATCT","PA","IPT","WILLIAMSPORT","US","KIPT","WILLIAMSPORT RGNL","AEA","FCT","WILLIAMSPORT","0630-2230","NEW YORK ARTCC","ZNY","C","","","","NEW YORK ARTCC","ZNY","C","","","","","","",""
"2026/02/19","11834.","A","NON-ATCT","MO","IRK","KIRKSVILLE","US","KIRK","KIRKSVILLE RGNL","ACE","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","10361.","A","NON-ATCT","MI","IRS","STURGIS","US","KIRS","KIRSCH MUNI","AGL","","","","GREAT LAKES","AZO","A","CHICAGO ARTCC","ZAU","C","GREAT LAKES","AZO","A","CHICAGO ARTCC","ZAU","C","","","",""
"2026/02/19","06334.","A","NON-ATCT","IA","ISB","SIBLEY","US","KISB","SIBLEY MUNI","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","03407.2","A","ATCT","FL","ISM","ORLANDO","US","KISM","KISSIMMEE GATEWAY","ASO","FCT","KISSIMMEE","0700-2200","ORLANDO","F11","T","","","","ORLANDO","F11","T","","","","","","",""
"2026/02/19","16836.","A","ATCT","NC","ISO","KINSTON","US","KISO","KINSTON RGNL JETPORT AT STALLINGS FLD","ASO","FCT","KINSTON","0630-2200","SEYMOUR JOHNSON","GSB","A","WASHINGTON ARTCC","ZDC","C","SEYMOUR JOHNSON","GSB","A","WASHINGTON ARTCC","ZDC","C","","","",""
"2026/02/19","15783.","A","ATCT","NY","ISP","NEW YORK","US","KISP","LONG ISLAND MAC ARTHUR","AEA","F","LONG ISLAND","0600-2400","NEW YORK","N90","T","","","","NEW YORK","N90","T","","","","","","",""
"2026/02/19","10052.","A","NON-ATCT","MI","ISQ","MANISTIQUE","US","KISQ","SCHOOLCRAFT COUNTY","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","27712.2","A","NON-ATCT","WI","ISW","WISCONSIN RAPIDS","US","KISW","ALEXANDER FLD SOUTH WOOD COUNTY","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","15488.","A","ATCT","NY","ITH","ITHACA","US","KITH","ITHACA TOMPKINS INTL","AEA","FCT","ITHACA","0530-2100","ELMIRA","ELM","A","NEW YORK ARTCC","ZNY","C","ELMIRA","ELM","A","NEW YORK ARTCC","ZNY","C","","","",""
"2026/02/19","52095.","A","ATCT-TRACON","HI","ITO","HILO","US","PHTO","HILO INTL","AWP","F","HILO","0600-2200","HILO","ITO","A","HCF CENTER","ZHN","C","HILO","ITO","A","HCF CENTER","ZHN","C","HILO","F","0600-2200","2200-0600"
"2026/02/19","02531.01","A","NON-ATCT","CO","ITR","BURLINGTON","US","KITR","KIT CARSON COUNTY","ANM","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","14978.1","A","NON-ATCT","NY","IUA","CANANDAIGUA","US","KIUA","CANANDAIGUA","AEA","","","","ROCHESTER","ROC","A","","","","ROCHESTER","ROC","A","","","","","","",""
"2026/02/19","00753.","A","ATCT","AZ","IWA","PHOENIX","US","KIWA","MESA GATEWAY","AWP","FCT","GATEWAY","0500-2400","PHOENIX","P50","T","","","","PHOENIX","P50","T","","","","","","",""
"2026/02/19","09968.","A","NON-ATCT","MI","IWD","IRONWOOD","US","KIWD","GOGEBIC/IRON COUNTY","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","05720.","A","NON-ATCT","IN","IWH","WABASH","US","KIWH","WABASH MUNI","AGL","","","","GRISSOM","GUS","A","CHICAGO ARTCC","APCH/S CALL IS CHICAGO ARTCC","S","GRISSOM","GUS","A","CHICAGO ARTCC","DEP/S CALL IS CHICAGO ARTCC","S","","","",""
"2026/02/19","08424.","A","NON-ATCT","ME","IWI","WISCASSET","US","KIWI","WISCASSET","ANE","","","","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","","","",""
"2026/02/19","50860.","A","NON-ATCT","AK","IWK","WALES","US","PAIW","WALES","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","24068.2","A","NON-ATCT","TX","IWS","HOUSTON","US","KIWS","WEST HOUSTON","ASW","","","","HOUSTON","I90","T","","","","HOUSTON","I90","T","","","","","","",""
"2026/02/19","16766.","A","NON-ATCT","NC","IXA","ROANOKE RAPIDS","US","KIXA","HALIFAX/NORTHAMPTON RGNL","ASO","","","","WASHINGTON ARTCC","ZDC","C","","","","WASHINGTON ARTCC","ZDC","C","","","","","","",""
