"EFF_DATE","NAV_ID","NAV_TYPE","STATE_CODE","CITY","COUNTRY_CODE","NAV_STATUS","NAME","STATE_NAME","REGION_CODE","COUNTRY_NAME","FAN_MARKER","OWNER","OPERATOR","NAS_USE_FLAG","PUBLIC_USE_FLAG","NDB_CLASS_CODE","OPER_HOURS","HIGH_ALT_ARTCC_ID","HIGH_ARTCC_NAME","LOW_ALT_ARTCC_ID","LOW_ARTCC_NAME","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","SURVEY_ACCURACY_CODE","TACAN_DME_STATUS","TACAN_DME_LAT_DEG","TACAN_DME_LAT_MIN","TACAN_DME_LAT_SEC","TACAN_DME_LAT_HEMIS","TACAN_DME_LAT_DECIMAL","TACAN_DME_LONG_DEG","TACAN_DME_LONG_MIN","TACAN_DME_LONG_SEC","TACAN_DME_LONG_HEMIS","TACAN_DME_LONG_DECIMAL","ELEV","MAG_VARN","MAG_VARN_HEMIS","MAG_VARN_YEAR","SIMUL_VOICE_FLAG","PWR_OUTPUT","AUTO_VOICE_ID_FLAG","MNT_CAT_CODE","VOICE_CALL","CHAN","FREQ","MKR_IDENT","MKR_SHAPE","MKR_BRG","ALT_CODE","DME_SSV","LOW_NAV_ON_HIGH_CHART_FLAG","Z_MKR_FLAG","FSS_ID","FSS_NAME","FSS_HOURS","NOTAM_ID","QUAD_IDENT","PITCH_FLAG","CATCH_FLAG","SUA_ATCAA_FLAG","RESTRICTION_FLAG","HIWAS_FLAG"
"2026/02/19","ABR","VOR/DME","SD","ABERDEEN","US","OPERATIONAL RESTRICTED","ABERDEEN","SOUTH DAKOTA","AGL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZMP","MINNEAPOLIS","ZMP","MINNEAPOLIS",45,25,2.484,"N",45.41735666,98,22,7.3906,"W",-98.36871961,"6","OPERATIONAL IFR",45,25,2.484,"N",45.41735666,98,22,7.3906,"W",-98.36871961,1303.2,7,"E",1985,"Y",,"Y","1","HURON RADIO","77X",113,"","",,"VH","DH","","","HON","HURON","24","ABR","","Y","N","N","",""
"2026/02/19","ACE","NDB","AK","HOMER","US","OPERATIONAL IFR","KACHEMAK","ALASKA","AAL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","HW","24","ZAN","ANCHORAGE","ZAN","ANCHORAGE",59,38,28.804,"N",59.64133444,151,30,0.9856,"W",-151.50027377,"6","",,,,"",,,,,"",,,17,"E",2015,"N",1000,"N","1","NONE","",277,"","",,"","","","N","HOM","HOMER","0600-2130; OT CTC KENAI FSS.","HOM","","N","N","N","",""
"2026/02/19","ACH","VORTAC","NM","ANTON CHICO","US","OPERATIONAL IFR","ANTON CHICO","NEW MEXICO","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZAB","ALBUQUERQUE","ZAB","ALBUQUERQUE",35,6,42.142,"N",35.11170611,105,2,23.744,"W",-105.03992888,"7","",35,6,42.142,"N",35.11170611,105,2,23.744,"W",-105.03992888,5450,12,"E",1965,"Y",,"N","1","ALBUQUERQUE RADIO","125X",117.8,"","",,"VH","H","","","ABQ","ALBUQUERQUE","24","ABQ","","N","N","N","",""
"2026/02/19","ACK","VOR/DME","MA","NANTUCKET","US","OPERATIONAL RESTRICTED","NANTUCKET","MASSACHUSETTS","ANE","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZBW","BOSTON","ZBW","BOSTON",41,16,54.7502,"N",41.28187505,70,1,36.1339,"W",-70.02670386,"6","OPERATIONAL IFR",41,16,54.7942,"N",41.28188727,70,1,36.157,"W",-70.02671027,76.5,15,"W",1980,"Y",,"N","1","BRIDGEPORT RADIO","109X",116.2,"","",,"VH","H","","","BDR","BRIDGEPORT","24","ACK","","N","N","N","",""
"2026/02/19","ACO","VOR/DME","OH","AKRON","US","OPERATIONAL IFR","AKRON","OHIO","AGL","UNITED STATES","","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.","Y","Y","","24","ZOB","CLEVELAND","ZOB","CLEVELAND",41,6,28.4512,"N",41.10790311,81,12,5.4681,"W",-81.20151891,"0","OPERATIONAL RESTRICTED",41,6,28.4512,"N",41.10790311,81,12,5.4681,"W",-81.20151891,1197,4,"W",1965,"N",,"N","1","NONE","91X",114.4,"","",,"L","L","Y","","CLE","CLEVELAND","24","CAK","","N","N","N","",""
"2026/02/19","ACT","VORTAC","TX","WACO","US","OPERATIONAL RESTRICTED","WACO","TEXAS","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZFW","FORT WORTH","ZFW","FORT WORTH",31,39,44.0317,"N",31.66223102,97,16,8.4498,"W",-97.26901383,"6","",31,39,44.0317,"N",31.66223102,97,16,8.4498,"W",-97.26901383,507.1,9,"E",1965,"N",,"N","1","NONE","100X",115.3,"","",,"VH","H","","","FTW","FORT WORTH","24","ACT","","N","N","N","",""
"2026/02/19","ACV","VOR/DME","CA","ARCATA/EUREKA","US","OPERATIONAL RESTRICTED","ARCATA","CALIFORNIA","AWP","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZSE","SEATTLE","ZSE","SEATTLE",40,58,53.1939,"N",40.98144275,124,6,29.9484,"W",-124.108319,"6","OPERATIONAL RESTRICTED",40,58,53.1939,"N",40.98144275,124,6,29.9484,"W",-124.108319,193.9,17,"E",1985,"N",,"N","1","NONE","97Y",115.05,"","",,"VL","DH","","","OAK","OAKLAND","24","ACV","","N","N","N","",""
"2026/02/19","ACY","VORTAC","NJ","ATLANTIC CITY","US","OPERATIONAL RESTRICTED","ATLANTIC CITY","NEW JERSEY","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZDC","WASHINGTON","ZDC","WASHINGTON",39,27,21.1493,"N",39.4558748,74,34,34.733,"W",-74.57631472,"6","",39,27,21.1493,"N",39.4558748,74,34,34.733,"W",-74.57631472,66.5,10,"W",1970,"N",,"N","1","NONE","118Y",117.15,"","",,"VL","H","Y","","MIV","MILLVILLE","24","ACY","","N","N","N","",""
"2026/02/19","ADG","NDB","MI","ADRIAN","US","OPERATIONAL IFR","ADRIAN","MICHIGAN","AGL","UNITED STATES","","O-LENAWEE COUNTY","O-LENAWEE COUNTY","Y","Y","MHW","24","ZOB","CLEVELAND","ZOB","CLEVELAND",41,52,11.949,"N",41.86998583,84,4,38.9308,"W",-84.07748077,"5","",,,,"",,,,,"",,798.8,6,"W",2000,"N",50,"N","3","NONE","",278,"","",,"","","","N","LAN","LANSING","24","ADG","","N","N","N","",""
"2026/02/19","ADK","NDB/DME","AK","ADAK ISLAND","US","OPERATIONAL IFR","MOUNT MOFFETT","ALASKA","AAL","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","HW/DME","24","ZAN","ANCHORAGE","ZAN","ANCHORAGE",51,52,18.7553,"N",51.87187647,176,40,33.555,"W",-176.6759875,"","OPERATIONAL RESTRICTED",51,52,15.867,"N",51.87107416,176,40,27.3924,"W",-176.67427566,328.9,7,"E",2000,"N",25,"N","1","NONE","87X",530,"","",,"","","","","ENA","KENAI","24","ADK","","N","N","N","",""
"2026/02/19","ADM","VORTAC","OK","ARDMORE","US","OPERATIONAL RESTRICTED","ARDMORE","OKLAHOMA","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZFW","FORT WORTH","ZFW","FORT WORTH",34,12,41.7103,"N",34.21158619,97,10,5.6209,"W",-97.16822802,"6","",34,12,41.7103,"N",34.21158619,97,10,5.6209,"W",-97.16822802,936.8,6,"E",1995,"N",,"N","1","NONE","114X",116.7,"","",,"VH","H","","","MLC","MC ALESTER","24","ADM","","N","N","N","",""
"2026/02/19","ADW","VORTAC","MD","CAMP SPRINGS","US","OPERATIONAL RESTRICTED","ANDREWS","MARYLAND","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZDC","WASHINGTON","ZDC","WASHINGTON",38,48,25.99,"N",38.80721944,76,51,58.52,"W",-76.86625555,"0","",38,48,25.99,"N",38.80721944,76,51,58.52,"W",-76.86625555,262.9,10,"W",1995,"N",,"Y","1","NONE","78X",113.1,"","",,"L","L","","","DCA","LEESBURG","24","ADW","","N","N","N","",""
"2026/02/19","AE","NDB","NM","ALBUQUERQUE","US","OPERATIONAL IFR","DUDLE","NEW MEXICO","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",35,13,2.6439,"N",35.21740108,106,42,46.0814,"W",-106.71280038,"","",,,,"",,,,,"",,5455.2,11,"E",1990,"N",,"N","3","NONE","",351,"","",,"","","","","ABQ","ALBUQUERQUE","24","AEG","","N","N","N","",""
"2026/02/19","AEL","VOR/DME","MN","ALBERT LEA","US","OPERATIONAL IFR","ALBERT LEA","MINNESOTA","AGL","UNITED STATES","","O-STATE OF MINNESOTA","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZMP","MINNEAPOLIS","ZMP","MINNEAPOLIS",43,40,54.246,"N",43.681735,93,22,14.7184,"W",-93.37075511,"5","OPERATIONAL IFR",43,40,54.246,"N",43.681735,93,22,14.7184,"W",-93.37075511,1251.8,1,"E",2010,"N",,"N","1","NONE","35X",109.8,"","",,"T","T","","","PNM","PRINCETON","24","AEL","","N","N","N","",""
"2026/02/19","AEX","VORTAC","LA","ALEXANDRIA","US","OPERATIONAL RESTRICTED","ALEXANDRIA","LOUISIANA","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZHU","HOUSTON","ZHU","HOUSTON",31,15,24.2339,"N",31.25673163,92,30,3.5007,"W",-92.50097241,"6","",31,15,24.2339,"N",31.25673163,92,30,3.5007,"W",-92.50097241,75.9,3,"E",1995,"N",,"N","1","NONE","108X",116.1,"","",,"VH","H","","","DRI","DE RIDDER","24","AEX","","Y","Y","N","",""
"2026/02/19","AG","NDB","GA","AUGUSTA","US","OPERATIONAL IFR","BUSHE","GEORGIA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",33,17,12.7877,"N",33.28688547,81,56,48.6713,"W",-81.94685313,"","",,,,"",,,,,"",,300.5,4,"W",1990,"N",,"N","4","NONE","",233,"","",,"","","","","MCN","MACON","24","AGS","","N","N","N","",""
"2026/02/19","AGC","VOR/DME","PA","PITTSBURGH","US","OPERATIONAL RESTRICTED","ALLEGHENY","PENNSYLVANIA","AEA","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZOB","CLEVELAND","ZOB","CLEVELAND",40,16,43.1179,"N",40.27864386,80,2,27.0769,"W",-80.04085469,"0","OPERATIONAL IFR",40,16,43.1179,"N",40.27864386,80,2,27.0769,"W",-80.04085469,1284.6,9,"W",2000,"N",,"Y","1","NONE","37X",110,"","",,"L","L","","","AOO","ALTOONA","24","AGC","","N","N","N","",""
"2026/02/19","AGJ","VORTAC","TX","LAMPASAS","US","OPERATIONAL IFR","GOOCH SPRINGS","TEXAS","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZHU","HOUSTON","ZHU","HOUSTON",31,11,7.8162,"N",31.1855045,98,8,30.6883,"W",-98.14185786,"6","",31,11,7.8162,"N",31.1855045,98,8,30.6883,"W",-98.14185786,1191,5,"E",2010,"N",,"N","1","NONE","72X",112.5,"","",,"H","H","","","SJT","SAN ANGELO","24","SJT","","N","N","N","",""
"2026/02/19","AGZ","NDB","SD","WAGNER","US","OPERATIONAL VFR ONLY","WAGNER","SOUTH DAKOTA","AGL","UNITED STATES","","O-CITY OF WAGNER","O-CITY OF WAGNER","N","Y","MHW","24","ZMP","MINNEAPOLIS","ZMP","MINNEAPOLIS",43,3,48.2086,"N",43.06339127,98,17,35.406,"W",-98.29316833,"","",,,,"",,,,,"",,1462.9,8,"E",1980,"N",,"N","3","NONE","",392,"","",,"","","","","HON","HURON","24","HON","","N","N","N","",""
"2026/02/19","AHC","VOR/DME","CA","HERLONG","US","OPERATIONAL RESTRICTED","AMEDEE","CALIFORNIA","AWP","UNITED STATES","","R-US ARMY","R-US ARMY","N","Y","","24","ZOA","OAKLAND","ZOA","OAKLAND",40,16,4.3064,"N",40.26786288,120,9,7.0755,"W",-120.15196541,"5","OPERATIONAL RESTRICTED",40,16,4.3064,"N",40.26786288,120,9,7.0755,"W",-120.15196541,4005.4,17,"E",1980,"N",,"N","1","NONE","27X",109,"","",,"T","T","","","RNO","RENO","24","RNO","","N","N","N","",""
"2026/02/19","AHN","VOR/DME","GA","ATHENS","US","OPERATIONAL RESTRICTED","ATHENS","GEORGIA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZTL","ATLANTA","ZTL","ATLANTA",33,56,51.3369,"N",33.94759358,83,19,29.1316,"W",-83.32475877,"6","OPERATIONAL IFR",33,56,51.3369,"N",33.94759358,83,19,29.1316,"W",-83.32475877,792.7,0,"E",1965,"Y",,"Y","1","MACON RADIO","116Y",116.95,"","",,"VH","DH","Y","","MCN","MACON","24","AHN","","N","N","N","",""
"2026/02/19","AHQ","NDB","NE","WAHOO","US","OPERATIONAL IFR","WAHOO","NEBRASKA","ACE","UNITED STATES","","O-STATE OF NEBRASKA","O-STATE OF NEBRASKA","Y","Y","MHW","24","ZMP","MINNEAPOLIS","ZMP","MINNEAPOLIS",41,14,20.405,"N",41.23900138,96,35,55.1782,"W",-96.59866061,"5","",,,,"",,,,,"",,1221.5,6,"E",1990,"N",,"N","1","NONE","",400,"","",,"","","","N","OLU","COLUMBUS","24","OLU","","N","N","N","",""
"2026/02/19","AI","NDB","IN","ANDERSON","US","OPERATIONAL IFR","VIDEO","INDIANA","AGL","UNITED STATES","","O-ANDERSON ARPT COMMISSION","O-ANDERSON ARPT COMMISSION","Y","Y","MHW/LOM","24","ZID","INDIANAPOLIS","ZID","INDIANAPOLIS",40,4,10.2983,"N",40.0695273,85,30,38.473,"W",-85.51068694,"","",,,,"",,,,,"",,967.5,3,"W",1985,"N",25,"N","1","NONE","",394,"","",,"","","","N","HUF","TERRE HAUTE","24","AID","","N","N","N","",""
"2026/02/19","AI","NDB","OK","ARDMORE","US","OPERATIONAL IFR","ADDMO","OKLAHOMA","ASW","UNITED STATES","","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION","Y","Y","LOMW","24","","","","",34,13,56.4464,"N",34.23234622,96,55,59.1918,"W",-96.93310883,"","",,,,"",,,,,"",,709.5,6,"E",1995,"N",,"N","3","NONE","",400,"","",,"","","","","MLC","MC ALESTER","24","ADM","","N","N","N","",""
"2026/02/19","AIA","VOR/DME","NE","ALLIANCE","US","OPERATIONAL RESTRICTED","ALLIANCE","NEBRASKA","ACE","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZDV","DENVER","ZDV","DENVER",42,3,20.2714,"N",42.05563094,102,48,15.997,"W",-102.80444361,"6","OPERATIONAL IFR",42,3,20.2714,"N",42.05563094,102,48,15.997,"W",-102.80444361,3925.3,11,"E",1980,"N",,"N","1","NONE","55X",111.8,"","",,"VL","DH","","","OLU","COLUMBUS","24","AIA","","N","N","N","",""
"2026/02/19","AIK","NDB","SC","AIKEN","US","OPERATIONAL RESTRICTED","AIKEN","SOUTH CAROLINA","ASO","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","MHW","24","ZJX","JACKSONVILLE","ZTL","ATLANTA",33,39,6.4818,"N",33.6518005,81,40,37.0999,"W",-81.67697219,"5","",,,,"",,,,,"",,492.8,6,"W",2010,"N",,"N","1","NONE","",347,"","",,"","","","N","AND","ANDERSON","24","AND","","N","N","N","",""
"2026/02/19","AIR","VOR/DME","OH","BELLAIRE","US","OPERATIONAL IFR","BELLAIRE","OHIO","AGL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZOB","CLEVELAND","ZOB","CLEVELAND",40,1,1.2867,"N",40.01702408,80,49,2.0242,"W",-80.81722894,"6","OPERATIONAL IFR",40,0,59.7814,"N",40.01660594,80,49,1.9382,"W",-80.81720505,1306.5,7,"W",1990,"N",,"N","1","NONE","118X",117.1,"","",,"H","H","","","CLE","CLEVELAND","24","CLE","","N","N","N","",""
"2026/02/19","AJA","NDB","GU","MT MACAJNA","US","OPERATIONAL IFR","MT MACAJNA","GUAM","AWP","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","HW","24","","","ZHN","HONOLULU CONTROL FACILITY",13,27,12.6189,"N",13.45350525,144,44,12.959,"E",144.73693305,"5","",,,,"",,,,,"",,657.9,2,"E",2000,"N",400,"N","1","NONE","",385,"","",,"","","","N","HNL","HONOLULU","24","HNL","","N","N","N","",""
"2026/02/19","AK","NDB","OH","AKRON","US","OPERATIONAL IFR","AKRON","OHIO","AGL","UNITED STATES","","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.","Y","Y","MHW/LOM","24","ZOB","CLEVELAND","ZOB","CLEVELAND",41,4,11.0401,"N",41.06973336,81,23,14.5235,"W",-81.38736763,"6","",,,,"",,,,,"",,1149,7,"W",1990,"N",,"N","1","NONE","",362,"","",,"","","","N","CLE","CLEVELAND","24","CLE","","N","N","N","",""
"2026/02/19","AKN","VORTAC","AK","KING SALMON","US","OPERATIONAL IFR","KING SALMON","ALASKA","AAL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZAN","ANCHORAGE","ZAN","ANCHORAGE",58,43,28.9653,"N",58.72471258,156,45,8.4483,"W",-156.75234675,"6","",58,43,27.2617,"N",58.72423936,156,45,8.5355,"W",-156.75237097,94.6,16,"E",2010,"N",,"N","1","NONE","75X",112.8,"","",,"H","H","","","ENA","KENAI","24","AKN","","N","N","N","",""
"2026/02/19","AKO","VOR/DME","CO","AKRON","US","OPERATIONAL RESTRICTED","AKRON","COLORADO","ANM","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZDV","DENVER","ZDV","DENVER",40,9,19.9983,"N",40.15555508,103,10,46.9729,"W",-103.17971469,"7","OPERATIONAL IFR",40,9,19.9983,"N",40.15555508,103,10,46.9729,"W",-103.17971469,4623.2,13,"E",1965,"N",,"N","1","NONE","91X",114.4,"","",,"VH","H","Y","","DEN","DENVER","24","AKO","","N","N","N","",""
"2026/02/19","AKQ","NDB","VA","WAKEFIELD","US","OPERATIONAL RESTRICTED","WAKEFIELD","VIRGINIA","AEA","UNITED STATES","","O-VA DIV OF AERO","O-VA DIV OF AERO","Y","Y","MHW","24","ZDC","WASHINGTON","ZDC","WASHINGTON",36,58,58.1476,"N",36.98281877,77,0,3.5014,"W",-77.00097261,"5","",,,,"",,,,,"",,104.6,11,"W",2020,"N",25,"N","1","NONE","",274,"","",,"","","","N","DCA","LEESBURG","24","AKQ","","N","N","N","",""
"2026/02/19","AKW","DME","AK","KLAWOCK","US","OPERATIONAL IFR","KLAWOCK","ALASKA","AAL","UNITED STATES","","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN","Y","Y","","24","ZAN","ANCHORAGE","ZAN","ANCHORAGE",55,34,7.0357,"N",55.56862102,133,4,53.0251,"W",-133.08139586,"","OPERATIONAL IFR",55,34,6.3014,"N",55.56841705,133,4,51.4143,"W",-133.08094841,52.2,,"",,"",,"N","1","NONE","105X",115.8,"","",,"","T","","","KTN","KETCHIKAN","0615-2115; OT CTC JUNEAU FSS","AKW","","N","N","N","",""
