"EFF_DATE","NAV_ID","NAV_TYPE","STATE_CODE","CITY","COUNTRY_CODE","TAB_NAME","REF_COL_NAME","REF_COL_SEQ_NO","REMARK"
"2026/02/19","ACT","VORTAC","TX","WACO","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 125-149 BYD 40 NM; 149-159 BYD 47 NM; 159-187 BYD 40 NM; 188-198 BYD 40 NM BLW 12000 FT; 199-234 BYD 40 NM; 235-245 BYD 50 NM; 246-256 BYD 40 NM BLW 18000 FT; 246-256 BYD 52 NM; 257-267 BYD 58 NM; 268-282 BYD 51 NM; 270-335 BYD 35 NM BLW 4000 FT; 283-293 BYD 40 NM BLW 6000 FT; 283-293 BYD 58 NM; 294-330 BYD 40 NM."
"2026/02/19","ACV","VOR/DME","CA","ARCATA/EUREKA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 000-130 BYD 40 NM; 045-095 BYD 29 NM BLW 12000 FT; 131-141 BYD 40 NM BLD 8000 FT; 131-141 BYD 46 NM; 142-359 BYD 40 NM; 155-193 BYD 24 NM BLW 10000 FT; 194-254 BYD 12 NM; 255-285 BYD 8 NM BLW 8000 FT; 286-340 BYD 30 NM BLW 8000 FT."
"2026/02/19","ACV","VOR/DME","CA","ARCATA/EUREKA","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 051-101 BYD 29 NM BLW 14000 FT; 200-210 BYD 12 NM; 324-339 BYD 30 NM BLW 8000 FT."
"2026/02/19","ACY","VORTAC","NJ","ATLANTIC CITY","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 270-290 BYD 10 NM; 305-340 BYD 20 NM BLW 1900 FT."
"2026/02/19","ACY","VORTAC","NJ","ATLANTIC CITY","US","NAVIGATION_AID","GENERAL_REMARK",3,"VOR UNUSBL 135-140 BYD 40 NM; 160-240 BYD 40 NM; 241-251 BYD 41 NM; 252-260 BYD 40 NM; 270-290 BYD 10 NM; 291-304 BYD 40 NM; 305-340; 341-070 BYD 40 NM."
"2026/02/19","ACY","VORTAC","NJ","ATLANTIC CITY","US","NAVIGATION_AID","GENERAL_REMARK",4,"TACAN AZM UNUSBL 270-290 BYD 10NM; 305-340 BYD 20 NM BLW 1900 FT."
"2026/02/19","ADG","NDB","MI","ADRIAN","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB UNMON."
"2026/02/19","ADK","NDB/DME","AK","ADAK ISLAND","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME CHANNEL 087X IS PAIRED WITH VHF FREQ 114.0."
"2026/02/19","ADK","NDB/DME","AK","ADAK ISLAND","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 080-105 BYD 27 NM, 105-115, 115-155 BYD 27 NM, 155-225, 225-290 BYD 27 NM, 290-340, 340-055 BYD 20 NM."
"2026/02/19","ADM","VORTAC","OK","ARDMORE","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 150-160; 302-346."
"2026/02/19","ADW","VORTAC","MD","CAMP SPRINGS","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 035-045 BLW 2500 FT; 089-182; 183-227 BLW 4000 FT; 230-236 BYD 20 NM; 237-270; 333-048."
"2026/02/19","ADW","VORTAC","MD","CAMP SPRINGS","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZIMUTH UNUSBL 035-045 BLW 2500 FT; 220-280; 295-310."
"2026/02/19","ADW","VORTAC","MD","CAMP SPRINGS","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 035-045 BLW 2500 FT; 220-280."
"2026/02/19","AEL","VOR/DME","MN","ALBERT LEA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR/DME UNMON."
"2026/02/19","AEX","VORTAC","LA","ALEXANDRIA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 035-065 BLW 2000 FT; 066-094 BYD 35 NM BLW 3000 FT; 115-120 BYD 40 NM BLW 18000 FT; 130-215 BYD 40 NM; 185-200 BYD 35 NM BLW 3000 FT; 201-214 BYD 35 NM BLW 2000 FT; 215-260 BLW 2000 FT; 220-229 BYD 40 NM; 230-240 BYD 40 NM BLW 8000 FT; 241-245 BYD 40 NM; 246-255 BYD 40 NM BLW 8000 FT; 261-285 BYD 35 NM BLW 2000 FT; 265-270 BYD 49 NM BLW 18000 FT; 271-285 BYD 40 NM; 286-290 BYD 40 NM BLW 18000 FT; 300-304 BYD 40 NM BLW 5000 FT; 300-304 BYD 68 NM; 305-325 BYD 40 NM; 340-080 BYD 40 NM; 357-034 BYD 35 NM BLW 3000 FT."
"2026/02/19","AGC","VOR/DME","PA","PITTSBURGH","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 036-059 BYD 10 NM BLW 7000 FT; 071-175;  226-261 BYD 10 NM; 300-310."
"2026/02/19","AGZ","NDB","SD","WAGNER","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB UNMONITORED"
"2026/02/19","AHC","VOR/DME","CA","HERLONG","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 000-040 BYD 10 NM, 320-000."
"2026/02/19","AHC","VOR/DME","CA","HERLONG","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 000-040 BYD 10 NM, 320-000."
"2026/02/19","AHN","VOR/DME","GA","ATHENS","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 031-047 BYD 40 NM; 053-138 BYD 40 NM; 201-203 BYD 40 NM; 237-303 BYD 40 NM; 317-331 BYD 40 NM; 346-012 BYD 40 NM."
"2026/02/19","AI","NDB","IN","ANDERSON","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB UNMONITORED WHEN ATCT CLSD."
"2026/02/19","AIA","VOR/DME","NE","ALLIANCE","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 001-058 BYD 40 NM; 059-069 BYD 40 NM BLW 5600 FT; 070-360 BYD 40 NM."
"2026/02/19","AIK","NDB","SC","AIKEN","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB UNMONITORED 1800-0800."
"2026/02/19","AIK","NDB","SC","AIKEN","US","NAVIGATION_AID","GENERAL_REMARK",2,"NDB UNUSBL BYD 17.0 NM."
"2026/02/19","AKN","VORTAC","AK","KING SALMON","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN ANTENNA OFFSET 150 FT SE."
"2026/02/19","AKN","VORTAC","AK","KING SALMON","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 130-140 BYD 13 NM BLW 4000 FT; 130-140 BYD 30 NM; 332-348 BYD 19 NM BLW 5000 FT."
"2026/02/19","AKN","VORTAC","AK","KING SALMON","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 332-348 BYD 19 NM BLW 5000 FT."
"2026/02/19","AKO","VOR/DME","CO","AKRON","US","NAVIGATION_AID","LAT_LONG_SOURCE_CODE",1,"3RD PARTY"
"2026/02/19","AKO","VOR/DME","CO","AKRON","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 228-232 BYD 40 NM."
"2026/02/19","AKQ","NDB","VA","WAKEFIELD","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB UNMON."
"2026/02/19","AKQ","NDB","VA","WAKEFIELD","US","NAVIGATION_AID","GENERAL_REMARK",2,"NDB UNUSBL BYD 10 NM."
"2026/02/19","AKW","DME","AK","KLAWOCK","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL 034-189 BLW 8000 FT; 304-354 BLW 8000 FT."
"2026/02/19","AKW","DME","AK","KLAWOCK","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME CHANNEL 105X PAIRED WITH VHF FREQ 115.80. "
"2026/02/19","ALB","VORTAC","NY","ALBANY","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 045-065 BYD 11 NM; 066-069 BYD 11 NM BLW 10000 FT; 078-088 BYD 20 NM BLW 10000 FT; 109-121; 121-131 WI 30 NM BLW 9900 FT; 121-131 BYD 30 NM; 131-168; 184-189; 226-269 BYD 29 NM BLW 15000 FT; 312-315; 333-343."
"2026/02/19","ALB","VORTAC","NY","ALBANY","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 032-042 BYD 15 NM; 164-168; 303-308 BYD 37 NM; 308-333."
"2026/02/19","ALB","VORTAC","NY","ALBANY","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 303-308 BYD 37 NM."
"2026/02/19","ALB","VOT","NY","ALBANY","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOT UNUSBL NORTH OF TWY M; TWY C EAST OF TWY N."
"2026/02/19","ALD","VOR","SC","ALLENDALE","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 019-029 BYD 40 NM BLW 3000 FT; 019-029 BYD 52 NM; 030-084 BYD 16 NM BLW 6000 FT; 030-084 BYD 26 NM; 085-109 BYD 40 NM; 110-120 BYD 40 NM BLW 6000 FT; 110-120 BYD 48 NM; 110-200 BYD 16 NM BLW 6000 FT; 110-200 BLW 3000 FT; 121-187 BYD 40 NM; 198-200 BYD 40 NM; 260-269 BYD 40 NM; 270-286 BYD 40 NM BLW 3000 FT; 270-286 BYD 59 NM; 300-302 BYD 40 NM; 315-319 BYD 40 NM; 320-330 BYD 40 NM BLW 4000 FT; 320-330 BYD 46 NM; 325-002 BYD 31 NM BLW 2400 FT; 331-335 BYD 40 NM; 340-005 BYD 40 NM."
"2026/02/19","ALI","VOR","TX","ALICE","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 352-002 BYD 40 NM."
"2026/02/19","ALJ","NDB","AK","HINCHINBROOK","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB UNUSBL 321-341 DEGS BYD 40NM BLO 7400 FT."
"2026/02/19","ALO","VOR/DME","IA","WATERLOO","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 017-062 BYD 35 NM BLW 2500 FT; 063-073 BYD 18 NM; 074-356 BYD 35 NM BLW 2500 FT; 357-016"
"2026/02/19","ALO","VOR/DME","IA","WATERLOO","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 007-026 BYD 25 NM; 027-006 BYD 35 NM BLW 2500 FT."
"2026/02/19","ALS","VORTAC","CO","ALAMOSA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 025-045 BYD 25 NM BLW 15900 FT; 072-149 BYD 40 NM; 150-180 BYD 35 NM BLW 11600 FT; 181-213 BYD 40 NM; 214-224 BYD 40 NM BLW 13000 FT; 214-224 BYD 56 NM; 225-333 BYD 40 NM; 334-344 BYD 40 NM BLW 18000 FT; 345-348 BYD 40 NM; 352-024 BYD 40 NM."
"2026/02/19","ALS","VORTAC","CO","ALAMOSA","US","NAVIGATION_AID","GENERAL_REMARK",2,"TAC AZM UNUSBL 025-045 BYD 25 NM BLW 15900 FT; 150-180 BYD 35 NM BLW 11600 FT; 300-335 BYD 28 NM BLW 10850 FT; 300-335 BYD 36 NM BLW 11500 FT."
"2026/02/19","ALS","VORTAC","CO","ALAMOSA","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 025-045 BYD 25 NM BLW 15900 FT; 150-180 BYD 35 NM BLW 11600 FT."
"2026/02/19","ALW","VOR/DME","WA","WALLA WALLA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 016-071 BYD 31 NM BLW 12500 FT, 032-042 BYD 62 NM, 032-042 BYD 40 NM BLW 12500 FT, 042-169 BYD 40 NM, 071-101 BYD 20 NM BLW 14500 FT, 101-146 BYD 20 NM BLW 13500 FT, 256-285 BYD 40 NM, 286-296 BYD 50 NM, 286-296 BYD 40 NM BLW 4000 FT, 291-302 BYD 40 NM, 309-319 BYD 85 NM, 309-319 BYD 40 NM BLW 4000 FT, 320-031 BYD 40 NM."
"2026/02/19","ALW","VOR/DME","WA","WALLA WALLA","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 071-101 BYD 20 NM BLW 14500 FT, 116-071 BYD 31 NM BLW 12500, 146-151 BYD 20 NM BLW 11500 FT."
"2026/02/19","AM","NDB","TX","AMARILLO","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB UNMONITORED WHEN ATCT CLSD."
"2026/02/19","AMG","TACAN","GA","ALMA","US","NAVIGATION_AID","GENERAL_REMARK",1,"TAC UNMONITORED 2200-0600."
"2026/02/19","AMG","TACAN","GA","ALMA","US","NAVIGATION_AID","GENERAL_REMARK",3,"TACAN AZ UNUSBL BLW 3000 FT."
"2026/02/19","AMG","TACAN","GA","ALMA","US","NAVIGATION_AID","GENERAL_REMARK",4,"TACAN DME UNUSBL BLW 3000 FT."
"2026/02/19","AML","VOR/DME","VA","HERNDON","US","NAVIGATION_AID","GENERAL_REMARK",3,"VOR UNUSBL 055-092 BLW 4500 FT; 093-115; 116-210 BLW 4500 FT."
"2026/02/19","AML","VOR/DME","VA","HERNDON","US","NAVIGATION_AID","GENERAL_REMARK",4,"DME UNUSBL 055-210 BYD 28 NM BLW 2500 FT; 211-230 BYD 30 NM BLW 3000 FT."
"2026/02/19","ANC","VOT","AK","ANCHORAGE","US","NAVIGATION_AID","GENERAL_REMARK",1,"UNUSBL EAST OF TWY K SOUTH OF TWY M TO TWY R. "
"2026/02/19","ANN","VOR/DME","AK","ANNETTE","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 000-100 BYD 9 NM BLW 6500 FT; 000-100 BYD 11 NM BLW 12000 FT; 000-100 BYD 15 NM; 120-130 BYD 37 NM BLW 6000 FT; 290-320 BYD 32 NM BLW 7000 FT; 290-320 BYD 37 NM BLW 9000 FT; 345-000 BYD 20 NM."
"2026/02/19","ANN","VOR/DME","AK","ANNETTE","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 000-100 BYD 9 NM BLW 6500 FT; 000-100 BYD 11 NM BLW 12000 FT; 000-100 BYD 15 NM; 120-130 BYD 37 NM BLW 6000 FT; 290-320 BYD 32 NM BLW 7000 FT; 290-320 BYD 37 NM BLW 9000 FT; 345-000 BYD 20 NM."
"2026/02/19","ANU","VOR/DME","","ST JOHNS","AG","NAVIGATION_AID","GENERAL_REMARK",1,"VOR AZIMUTH & DME UNUSBL 040-070 BYD 18 NM BLO 2000 FT."
"2026/02/19","ANW","VOR/DME","NE","AINSWORTH","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL 022-024 BYD 40 NM; 230-233 BYD 40 NM."
"2026/02/19","ANX","VORTAC","MO","NAPOLEON","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN AZM UNUSBL 220-230 BYD 35 NM BLW 2000 FT."
"2026/02/19","ANX","VORTAC","MO","NAPOLEON","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 129-139."
"2026/02/19","ANX","VORTAC","MO","NAPOLEON","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 220-230 BYD 35 NM BLW 2000 FT."
"2026/02/19","ANY","TACAN","KS","ANTHONY","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN AZM UNUSBL 263-273 BYD 25 NM BLO 4000 FT."
"2026/02/19","APE","VORTAC","OH","APPLETON","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 025-030."
"2026/02/19","APE","VORTAC","OH","APPLETON","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 075-095; 110-115."
"2026/02/19","APE","VORTAC","OH","APPLETON","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 075-080."
"2026/02/19","APN","VORTAC","MI","ALPENA","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 021-031 BLW 5000 FT; 098-108 BLW 5000 FT; 141-151 BYD 20 NM BLW 5000 FT; 155-172 BYD 20 NM BLW 5000 FT; 194-204; 262-272 BYD 35 NM BLW 5000 FT; 273-283."
"2026/02/19","APN","VORTAC","MI","ALPENA","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 207-340 BYD 20 NM BLW 5000 FT; 341-351 BYD 20 NM BLW 2900 FT; 352-195 BYD 20 NM BLW 5000 FT."
"2026/02/19","APN","VORTAC","MI","ALPENA","US","NAVIGATION_AID","GENERAL_REMARK",4,"VOR UNUSBL 010-015 BYD 40 NM; 098-108 BLW 5000 FT; 100-105 BYD 40 NM; 115-120 BYD 40 NM; 125-135 BYD 40 NM; 141-151 BYD 17 NM BLW 5000 FT; 235-240 BYD 40 NM; 293-295 BYD 48 NM."
"2026/02/19","AQ","NDB","WI","APPLETON","US","NAVIGATION_AID","GENERAL_REMARK",1,"NDB UNMONITORED."
"2026/02/19","ARD","VOR/DME","PA","YARDLEY","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 020-040; 195-225 BYD 25 NM BELOW 5000 FT; 250-265 BELOW 3500 FT; 266-280 BYD 20 NM BELOW 5000 FT; 281-300 BYD 14 NM BELOW 6000 FT."
"2026/02/19","ARD","VOR/DME","PA","YARDLEY","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 225-275 BYD 25 NM BELOW 5000 FT."
"2026/02/19","ARG","VORTAC","AR","WALNUT RIDGE","US","NAVIGATION_AID","GENERAL_REMARK",3,"TACAN AZM UNUSBL 011-021 BYD 15 NM BLO 5000 FT."
"2026/02/19","ARG","VORTAC","AR","WALNUT RIDGE","US","NAVIGATION_AID","GENERAL_REMARK",4,"VOR UNUSBL 010-021 BYD 59 NM BLO 5300 FT; 011-021 BYD 8 NM BLO 4000 FT; 022-025 BYD 46 NM BLO 5300 FT; 026-047 BYD 40 NM; 048-052 BYD 43 NM BLO 12000 FT; 053-078 BYD 40 NM BLO 2300 FT; 053-078 BYD 64 NM; 079-175 BYD 40 NM BLO 18000 FT; 195-216 BYD 40 NM BLO 18000 FT; 217-278 BYD 40 NM BLO 3000 FT; 217-278 BYD 61 NM BLO 18000 FT; 279-350 BYD 40 NM BLO 3400 FT; 279-350 BYD 59 NM."
"2026/02/19","ARH","TACAN","AZ","FORT HUACHUCA","US","NAVIGATION_AID","GENERAL_REMARK",1,"TACAN UNUSBL 105-250 BYD 10 NM; 120-300 BYD 20 NM."
"2026/02/19","ARH","TACAN","AZ","FORT HUACHUCA","US","NAVIGATION_AID","GENERAL_REMARK",2,"UNMNT WHEN GCA CLSD."
"2026/02/19","ARH","TACAN","AZ","FORT HUACHUCA","US","NAVIGATION_AID","GENERAL_REMARK",3,"MILITARY USE:  NO-NOTAM MP 1200-1500Z 1ST THU OF MONTH."
"2026/02/19","ART","VORTAC","NY","WATERTOWN","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 090-111 BYD 15 NM, 112-150, 151-175 BYD 20 NM."
"2026/02/19","ASP","DME","MI","OSCODA","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 293T-013T BYD 35 NM BLW 3000 FT."
"2026/02/19","AST","VOR/DME","OR","ASTORIA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 000-018 BYD 40 NM; 019-029 BYD 40 NM BLW 5500 FT; 019-029 BYD 57 NM; 023-034 BYD 35 NM BLW 5500 FT; 030-050 BYD 40 NM; 034-049 BYD 30 NM BLW 5500 FT; 049-059 BYD 30 NM BLW 7500 FT; 051-061 BYD 40 NM BLW 9500 FT; 051-061 BYD 55 NM; 062-077 BYD 40 NM; 078-088 BYD 40 NM BLW 8500 FT; 078-088 BYD 62 NM; 084-104 BYD 34 NM BLW 6000 FT; 089-104 BYD 40 NM BLW 8500 FT; 089-104 BYD 64 NM; 105-121 BYD 40 NM; 122-132 BYD 40 NM; 122-132 BYD 67 NM; 124-154 BYD 33 NM BLW 7000 FT; 133-164 BYD 40 NM; 154-174 BYD 36 NM BLW 7000 FT; 165-175 BYD 40 NM BLW 10000 FT; 165-175 BYD 56 NM;"
"2026/02/19","AST","VOR/DME","OR","ASTORIA","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 079-092 BYD 35 NM BLW 7000 FT, 334-004 BYD 28 NM BLW 6300 FT."
"2026/02/19","AST","VOR/DME","OR","ASTORIA","US","NAVIGATION_AID","GENERAL_REMARK",3,"VOR UNUSBL 174-204 BYD 15 NM BLW 8000 FT; 176-305 BYD 40 NM; 184-214 BYD 10 NM BLW 3300 FT; 184-244 BYD 5 NM BLW 2000 FT; 204-214 BYD 20 NM BLW 8000 FT; 214-244 BYD 30 NM BLW 6000 FT; 244-324 BYD 12 NM BLW 2000 FT; 244-324 BYD 25 NM BLW 5000 FT; 324-334 BYD 30 NM BLW 5500 FT; 327-337 BYD 40 NM BLW 7100 FT; 327-337 BYD 53 NM; 334-004 BYD 20 NM BLW 5500 FT; 338-359 BYD 40 NM."
"2026/02/19","ATR","VOR/DME","DE","WATERLOO","US","NAVIGATION_AID","GENERAL_REMARK",1,"DME UNUSBL 179-293 BYD 30 NM BLW 2000 FT; 265-309 BYD 40 NM; 327-050 BYD 40 NM."
"2026/02/19","ATR","VOR/DME","DE","WATERLOO","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 011-050 BYD 40 NM; 268-307 BYD 40 NM; 327-344 BYD 40 NM; 345-010."
"2026/02/19","AUG","VOR/DME","ME","AUGUSTA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 005-015 BYD 10 NM BLW 7000 FT; 018-050 BYD 40 NM; 055-058 BYD 40 NM; 065-089 BYD 40 NM; 075-089 BYD 25 NM BLW 3000 FT; 090-115 BYD 15 NM; 116-175 BYD 40 NM; 116-189 BYD 25 NM BLW 3000 FT; 188-207 BYD 40 NM; 190-205 BYD 10 NM BLW 5000 FT; 206-220 BYD 25 NM BLW 3000 FT; 208-213 BYD 40 NM BLW 3000 FT; 208-213 BYD 49 NM BLW 7000 FT; 208-213 BYD 68 NM; 225-245 BYD 40 NM; 246-256 BYD 40 NM BLW 7000 FT; 246-256 BYD 53 NM; 257-261 BYD 40 NM; 271-275 BYD 40 NM; 300-353 BYD 40 NM."
"2026/02/19","AUG","VOR/DME","ME","AUGUSTA","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 010-070 BYD 25 NM BLW 7000 FT; 071-143 BYD 25 NM BLW 3000 FT; 144-154 BYD 25 NM BLW 7000 FT; 155-189 BYD 25 NM BLW 3000 FT; 190-205 BYD 10 NM BLW 5000 FT; 206-220 BYD 25 NM BLW 3000 FT; 221-285 BYD 15 NM BLW 6000 FT."
"2026/02/19","AVE","VOR/DME","CA","AVENAL","US","NAVIGATION_AID","GENERAL_REMARK",2,"VOR UNUSBL 098-121 BYD 40 NM BLW 4500 FT; 098-121 BYD 49 NM BLW 5000 FT; 098-121 BYD 54 NM BLW 18000 FT; 124-134 BYD 40 NM BLW 11000 FT; 124-134 BYD 68 NM; 135-270 BYD 40 NM; 145-280 BYD 25 NM BLW 10000 FT; 271-281 BYD 40 NM BLW 18000 FT; 281-300 BYD 25 NM BLW 9000 FT; 282-298 BYD 40 NM; 299-309 BYD 40 NM BLW 12000 FT; 299-309 BYD 70 NM BLW 18000 FT; 310-336 BYD 40 NM BLW 4000 FT; 310-336 BYD 54 NM BLW 18000 FT."
"2026/02/19","AVE","VOR/DME","CA","AVENAL","US","NAVIGATION_AID","GENERAL_REMARK",3,"DME UNUSBL 145-280 BYD 25 NM BLW 10000 FT, 281-300 BYD 25 NM BLW 9000 FT."
"2026/02/19","AWK","VORTAC","QW","WAKE ISLAND","US","NAVIGATION_AID","GENERAL_REMARK",7,"NO-NOTAM MP: VOR 2030-2230Z TUE; TACAN 2030-2230Z WED."
"2026/02/19","AXN","VOR/DME","MN","ALEXANDRIA","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 045-060 BYD 30 NM BLW 6400 FT."
"2026/02/19","AXN","VOR/DME","MN","ALEXANDRIA","US","NAVIGATION_AID","GENERAL_REMARK",2,"DME UNUSBL 045-060 BYD 30 NM BLW 6400 FT; 146-153 BYD 15 NM."
"2026/02/19","AYS","VORTAC","GA","WAYCROSS","US","NAVIGATION_AID","GENERAL_REMARK",1,"VOR UNUSBL 037-047 BYD 10 NM BLW 10000 FT; 057-062 BYD 40 NM; 090-095 BYD 40 NM; 157-162 BYD 40 NM; 185-190 BYD 40 NM; 198-250 BYD 20 NM; 251-300 BYD 10 NM BLW 8000 FT; 280-285 BYD 40 NM; 295-300 BYD 40 NM; 301-330 BYD 10 NM BLW 12000 FT; 305-310 BYD 40 NM; 345-355 BYD 10 NM BLW 3000 FT."
"2026/02/19","AYS","VORTAC","GA","WAYCROSS","US","NAVIGATION_AID","GENERAL_REMARK",2,"TACAN AZM UNUSBL 009-069 BYD 20 NM BLW 10000; 070-080 BYD 6 NM BLW 8000 FT; 087-107 BYD 15 NM BLW 8000 FT; 113-151 BYD 20 NM BLW 8000 FT; 198-250 BYD 20 NM; 251-300 BYD 10 NM BLW 12000FT; 301-330 BYD 10 NM BLW 12000 FT; 331-357 BYD 10 NM BLW 8000 FT; 358-008 BYD 10 NM BLW 3000 FT."
