"EFF_DATE","WEA_ID","CITY","STATE_CODE","COUNTRY_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","ELEV","SURVEY_METHOD_CODE"
"2026/01/22","16A","NUNAPITCHUK","AK","US",60,54,13.51,"N",60.90375277,162,26,41.77,"W",-162.44493611,33,"S"
"2026/01/22","16J","DAWSON","GA","US",31,44,36.59,"N",31.74349722,84,25,1.17,"W",-84.41699166,306,"E"
"2026/01/22","17J","DONALSONVILLE","GA","US",31,0,13.6429,"N",31.00378969,84,52,45.8661,"W",-84.87940725,132,"S"
"2026/01/22","18A","CANON","GA","US",34,20,25.3,"N",34.34036111,83,7,50.9,"W",-83.13080555,890,"S"
"2026/01/22","18H","LUCIUS","LA","US",26,7,47.9994,"N",26.12999983,92,2,24,"W",-92.04,200,"E"
"2026/01/22","19S","SUBLETTE","KS","US",37,29,48.7,"N",37.49686111,100,49,58.5,"W",-100.83291666,2911,"S"
"2026/01/22","1A5","FRANKLIN","NC","US",35,13,21.89,"N",35.22274722,83,24,53.84,"W",-83.41495555,2004,"S"
"2026/01/22","1A6","MIDDLESBORO","KY","US",36,36,31.3442,"N",36.60870672,83,44,12.7315,"W",-83.73686986,1142,"S"
"2026/01/22","1A9","PRATTVILLE","AL","US",32,26,14.61,"N",32.43739166,86,30,35.28,"W",-86.5098,204,"S"
"2026/01/22","1AF","BARSTOW","CA","US",35,21,10.482,"N",35.35291166,116,53,23.2041,"W",-116.88977891,3027,"E"
"2026/01/22","1B1","HUDSON","NY","US",42,17,28.7,"N",42.29130555,73,42,37.2,"W",-73.71033333,198,"S"
"2026/01/22","1B9","MANSFIELD","MA","US",42,0,7.61,"N",42.00211388,71,11,56.24,"W",-71.19895555,120,"E"
"2026/01/22","1D1","MILBANK","SD","US",45,13,42.26,"N",45.22840555,96,33,46.52,"W",-96.56292222,1119,"E"
"2026/01/22","1D8","REDFIELD","SD","US",44,51,16.32,"N",44.85453333,98,31,42.11,"W",-98.52836388,1304,"S"
"2026/01/22","1F0","ARDMORE","OK","US",34,8,49.161,"N",34.14698916,97,7,21.547,"W",-97.12265194,842,"S"
"2026/01/22","1G7","MISSISSIPPI CANYON","OG","US",28,47,29.9,"N",28.79163888,89,3,21.1,"W",-89.05586111,0,"E"
"2026/01/22","1H2","EFFINGHAM","IL","US",39,4,13.6,"N",39.07044444,88,32,0.7,"W",-88.53352777,585,"E"
"2026/01/22","1K1","BENTON","KS","US",37,46,28,"N",37.77444444,97,6,47.6,"W",-97.11322222,1364,"E"
"2026/01/22","1K8","KETCHUM","OK","US",36,32,33.37,"N",36.54260277,95,0,42.64,"W",-95.01184444,770,"E"
"2026/01/22","1M4","HALEYVILLE","AL","US",34,16,59.3,"N",34.28313888,87,35,55,"W",-87.59861111,930,"E"
"2026/01/22","1M5","PORTLAND","TN","US",36,35,44.045,"N",36.59556805,86,28,40.7715,"W",-86.47799208,783,"S"
"2026/01/22","1O5","MONTAGUE","CA","US",41,43,49.513,"N",41.73042027,122,32,44.082,"W",-122.54557833,2527,"E"
"2026/01/22","1P1","PLYMOUTH","NH","US",43,46,38,"N",43.77722222,71,45,22,"W",-71.75611111,505,"E"
"2026/01/22","1R7","BROOKHAVEN","MS","US",31,36,20.7,"N",31.60575,90,24,25.3,"W",-90.40702777,492,"S"
"2026/01/22","1R8","BAY MINETTE","AL","US",30,52,8.62,"N",30.86906111,87,49,6.23,"W",-87.81839722,223,"S"
"2026/01/22","1S3","FORSYTH","MT","US",46,16,20.34,"N",46.27231666,106,37,12.72,"W",-106.6202,2728,"S"
"2026/01/22","1S5","SUNNYSIDE","WA","US",46,19,43.5327,"N",46.32875908,119,58,24.6748,"W",-119.97352077,753,"S"
"2026/01/22","1T0","GULF OF AMERICA","LA","US",28,16,0.9,"N",28.26691666,91,44,0.4,"W",-91.73344444,0,"E"
"2026/01/22","1U7","PARIS","ID","US",42,15,1.6,"N",42.25044444,111,19,51,"W",-111.33083333,5935,"S"
"2026/01/22","1V6","CANON CITY","CO","US",38,25,32.16,"N",38.4256,105,6,17.12,"W",-105.10475555,5376,"S"
"2026/01/22","20U","BEACH","ND","US",46,55,30.6,"N",46.92516666,103,58,55.4,"W",-103.98205555,2756,"E"
"2026/01/22","20V","KREMMLING","CO","US",40,3,22.6129,"N",40.05628136,106,22,7.656,"W",-106.36879333,7400,"S"
"2026/01/22","21D","ST PAUL","MN","US",44,59,49.908,"N",44.99719666,92,51,13.272,"W",-92.85368666,933,"E"
"2026/01/22","22L","INDIANAPOLIS","IN","US",39,47,22.67,"N",39.78963055,86,9,45.66,"W",-86.16268333,901,"E"
"2026/01/22","22N","LEHIGHTON","PA","US",40,48,41.5548,"N",40.811543,75,45,53.1534,"W",-75.76476483,534,"E"
"2026/01/22","24A","SYLVA","NC","US",35,18,56.34,"N",35.31565,83,12,25.71,"W",-83.20714166,2835,"E"
"2026/01/22","24J","LIVE OAK","FL","US",30,18,1.4,"N",30.30038888,83,1,27.8,"W",-83.02438888,103,"E"
"2026/01/22","27K","GEORGETOWN","KY","US",38,14,20.4716,"N",38.23901988,84,26,1.0582,"W",-84.43362727,926,"S"
"2026/01/22","28J","PALATKA","FL","US",29,39,30.1769,"N",29.65838247,81,41,22.211,"W",-81.68950305,48,"S"
"2026/01/22","2A0","DAYTON","TN","US",35,28,54.17,"N",35.48171388,84,55,55.9,"W",-84.93219444,714,"E"
"2026/01/22","2A9","KOTLIK","AK","US",63,2,0.13,"N",63.03336944,163,31,56.25,"W",-163.53229166,43,"E"
"2026/01/22","2C7","SHAKTOOLIK","AK","US",64,22,15.9,"N",64.37108333,161,13,26.3,"W",-161.22397222,27,"E"
"2026/01/22","2C8","CAVALIER","ND","US",48,47,1.4,"N",48.78372222,97,37,55.1,"W",-97.63197222,892,"S"
"2026/01/22","2D5","OAKES","ND","US",46,10,23.2142,"N",46.17311505,98,4,47.6032,"W",-98.07988977,1334,"S"
"2026/01/22","2G2","STEUBENVILLE","OH","US",40,21,52.7685,"N",40.36465791,80,42,14.0642,"W",-80.70390672,1210,"E"
"2026/01/22","2G4","OAKLAND","MD","US",39,34,57.67,"N",39.58268611,79,20,30.55,"W",-79.34181944,2973,"E"
"2026/01/22","2G9","SOMERSET","PA","US",40,2,24.51,"N",40.04014166,79,0,56.85,"W",-79.01579166,2222,"S"
"2026/01/22","2I0","MADISONVILLE","KY","US",37,21,29.3078,"N",37.35814105,87,23,51.68,"W",-87.39768888,419,"S"
"2026/01/22","2IS","CLEWISTON","FL","US",26,44,20.45,"N",26.73901388,81,3,9.68,"W",-81.05268888,20,"E"
"2026/01/22","2J3","LOUISVILLE","GA","US",32,59,19.69,"N",32.98880277,82,23,13.14,"W",-82.38698333,318,"E"
"2026/01/22","2J5","MILLEN","GA","US",32,53,28.91,"N",32.89136388,81,57,58.97,"W",-81.96638055,224,"S"
"2026/01/22","2J9","QUINCY","FL","US",30,35,55.44,"N",30.59873333,84,33,17.83,"W",-84.55495277,228,"S"
"2026/01/22","2LS","GALLIANO","LA","US",29,24,49,"N",29.41361111,90,17,44,"W",-90.29555555,-2,"S"
"2026/01/22","2M2","LAWRENCEBURG","TN","US",35,14,13.8539,"N",35.23718163,87,15,40.056,"W",-87.26112666,939,"S"
"2026/01/22","2M8","MILLINGTON","TN","US",35,16,35.49,"N",35.276525,89,55,50.84,"W",-89.93078888,241,"E"
"2026/01/22","2P2","WASHINGTON ISLAND","WI","US",45,23,9.88,"N",45.38607777,86,55,23.6,"W",-86.92322222,673,"S"
"2026/01/22","2R2","INDIANAPOLIS","IN","US",39,45,3.9306,"N",39.75109183,86,28,23.4445,"W",-86.47317902,898,"E"
"2026/01/22","2R9","KENEDY","TX","US",28,49,36.46,"N",28.82679444,97,52,3.16,"W",-97.86754444,306,"E"
"2026/01/22","2V5","WRAY","CO","US",40,6,1.164,"N",40.10032333,102,14,27.456,"W",-102.24096,3677,"E"
"2026/01/22","2V6","YUMA","CO","US",40,6,16.8539,"N",40.10468163,102,42,45.9984,"W",-102.71277733,4121,"S"
"2026/01/22","2WX","BUFFALO","SD","US",45,35,59.9,"N",45.59997222,103,33,1.6,"W",-103.55044444,3003,"E"
"2026/01/22","2XG","OFFSHORE ATLANTIC","OA","US",30,20,0.9,"N",30.33358333,78,29,59,"W",-78.49972222,0,"E"
"2026/01/22","30S","SHIP SHOAL 113","OG","US",28,50,0.9,"N",28.83358333,90,51,0.3,"W",-90.85008333,0,"E"
"2026/01/22","33N","DOVER/CHESWOLD","DE","US",39,13,5.05,"N",39.21806944,75,35,59.57,"W",-75.59988055,52,"E"
"2026/01/22","33V","WALDEN","CO","US",40,44,43.45,"N",40.74540277,106,16,31.32,"W",-106.27536666,8150,"E"
"2026/01/22","35A","UNION","SC","US",34,41,5.6817,"N",34.68491158,81,38,31.4861,"W",-81.64207947,584,"S"
"2026/01/22","36K","LAKIN","KS","US",37,58,14.42,"N",37.97067222,101,15,19.4,"W",-101.25538888,3101,"E"
"2026/01/22","37C","GULF OF AMERICA","OG","US",28,19,0.9,"N",28.31691666,93,0,0.5,"W",-93.00013888,0,"E"
"2026/01/22","3AU","AUGUSTA","KS","US",37,40,17.9,"N",37.67163888,97,4,40.3,"W",-97.07786111,1328,"E"
"2026/01/22","3B6","GULF OF AMERICA","LA","US",28,13,0,"N",28.21666666,91,41,0,"W",-91.68333333,72,"E"
"2026/01/22","3D2","EPHRAIM","WI","US",45,8,5.3147,"N",45.13480963,87,11,17.0826,"W",-87.1880785,771,"E"
"2026/01/22","3D7","GULF OF AMERICA","OG","US",27,40,1,"N",27.66694444,92,32,0.4,"W",-92.53344444,56,"E"
"2026/01/22","3E0","MIAMI","TX","US",35,42,50.156,"N",35.71393222,100,36,11.492,"W",-100.60319222,2720,"E"
"2026/01/22","3F3","MANSFIELD","LA","US",32,4,18.09,"N",32.07169166,93,45,50.58,"W",-93.76405,315,"S"
"2026/01/22","3HT","HARLOWTON","MT","US",46,25,59.8,"N",46.43327777,109,50,2.7,"W",-109.83408333,4309,"S"
"2026/01/22","3I2","POINT PLEASANT","WV","US",38,54,52.685,"N",38.91463472,82,5,54.884,"W",-82.09857888,643,"E"
"2026/01/22","3J1","RIDGELAND","SC","US",32,29,55.2,"N",32.49866666,80,59,27.4,"W",-80.99094444,89,"E"
"2026/01/22","3K3","SYRACUSE","KS","US",37,59,54.899,"N",37.99858305,101,44,51.388,"W",-101.74760777,3326,"S"
"2026/01/22","3K7","LEOTI","KS","US",38,27,23.63,"N",38.45656388,101,21,9.84,"W",-101.35273333,3297,"E"
"2026/01/22","3K8","COLDWATER","KS","US",37,13,21.06,"N",37.22251666,99,19,47.96,"W",-99.32998888,2090,"S"
"2026/01/22","3L4","LITTLE PECAN","LA","US",29,47,42.5859,"N",29.79516275,92,48,0.4145,"W",-92.80011513,8,"S"
"2026/01/22","3LF","LITCHFIELD","IL","US",39,9,45,"N",39.1625,89,40,28.7,"W",-89.67463888,691,"S"
"2026/01/22","3N8","MAHNOMEN","MN","US",47,15,37.18,"N",47.26032777,95,55,41.11,"W",-95.92808611,1243,"E"
"2026/01/22","3R7","JENNINGS","LA","US",30,14,33.7165,"N",30.24269902,92,40,24.5974,"W",-92.67349927,23,"S"
"2026/01/22","3S8","GRANTS PASS","OR","US",42,30,32.5696,"N",42.50904711,123,23,19.2408,"W",-123.388678,1105,"S"
"2026/01/22","3T5","LA GRANGE","TX","US",29,54,28.698,"N",29.90797166,96,57,0.046,"W",-96.95001277,322,"S"
"2026/01/22","3TH","THOMPSON FALLS","MT","US",47,35,59.8,"N",47.59994444,115,22,3.6,"W",-115.36766666,2460,"S"
"2026/01/22","3U3","ANACONDA","MT","US",46,9,5.85,"N",46.151625,112,52,5.81,"W",-112.86828055,5018,"E"
"2026/01/22","3V8","VENICE","LA","US",29,16,16.8,"N",29.27133333,89,21,8.2,"W",-89.35227777,3,"E"
"2026/01/22","3W7","ELECTRIC CITY","WA","US",47,55,18.97,"N",47.92193611,119,4,37.66,"W",-119.07712777,1617,"S"
"2026/01/22","40U","MANILA","UT","US",40,59,15.99,"N",40.987775,109,40,37.27,"W",-109.67701944,6132,"S"
"2026/01/22","41I","GULF OF AMERICA","LA","US",28,28,12.9,"N",28.47025,91,46,36.4,"W",-91.77677777,0,"E"
"2026/01/22","41U","MANTI","UT","US",39,19,56.31,"N",39.33230833,111,36,50.31,"W",-111.613975,5484,"E"
"2026/01/22","42A","MELBOURNE","AR","US",36,4,14.09,"N",36.07058055,91,49,40.26,"W",-91.82785,762,"E"
"2026/01/22","42J","KEYSTONE HEIGHTS","FL","US",29,50,42.8014,"N",29.84522261,82,2,43.8058,"W",-82.04550161,28,"S"
"2026/01/22","46D","CARRINGTON","ND","US",47,27,4,"N",47.45111111,99,9,4.8,"W",-99.15133333,1607,"E"
"2026/01/22","46U","ALPINE","WY","US",43,10,37.7705,"N",43.17715847,111,2,3.256,"W",-111.03423777,5635,"S"
"2026/01/22","48A","COCHRAN","GA","US",32,23,57.6366,"N",32.3993435,83,16,42.7612,"W",-83.27854477,345,"S"
"2026/01/22","48I","SUTTON","WV","US",38,41,3.1,"N",38.68419444,80,38,58.3,"W",-80.64952777,1263,"E"
"2026/01/22","48K","NESS CITY","KS","US",38,28,35.32,"N",38.47647777,99,54,25.96,"W",-99.90721111,2317,"S"
"2026/01/22","48W","SANTA BARBARA","CA","US",34,36,26,"N",34.60722222,120,43,40,"W",-120.72777777,93,"E"
"2026/01/22","49A","ELLIJAY","GA","US",34,37,48.3,"N",34.63008333,84,31,37.63,"W",-84.52711944,1465,"S"
"2026/01/22","49B","STURGIS","SD","US",44,25,6.21,"N",44.41839166,103,22,47.61,"W",-103.37989166,3237,"E"
"2026/01/22","49Y","PRESTON","MN","US",43,40,36,"N",43.67666666,92,10,47,"W",-92.17972222,1276,"S"
"2026/01/22","4A6","SCOTTSBORO","AL","US",34,41,13.9787,"N",34.6872163,86,0,18.2589,"W",-86.00507191,648,"S"
"2026/01/22","4A9","FORT PAYNE","AL","US",34,28,25.3,"N",34.47369444,85,43,17.05,"W",-85.72140277,877,"E"
"2026/01/22","4B8","PLAINVILLE","CT","US",41,41,25.9,"N",41.69052777,72,51,58.5,"W",-72.86625,198,"E"
"2026/01/22","4BK","BROOKINGS","OR","US",42,2,59.4,"N",42.04983333,124,17,4.3,"W",-124.28452777,458,"S"
"2026/01/22","4BL","BLANDING","UT","US",37,35,0,"N",37.58333333,109,29,2.4,"W",-109.484,5865,"E"
"2026/01/22","4BM","WILKERSON PASS","CO","US",39,3,1,"N",39.05027777,105,30,52,"W",-105.51444444,11280,"S"
"2026/01/22","4BQ","BROADUS","MT","US",45,26,0,"N",45.43333333,105,24,2,"W",-105.40055555,3034,"S"
"2026/01/22","4CR","CORONA","NM","US",34,22,0.3,"N",34.36675,105,40,2,"W",-105.66722222,6411,"E"
"2026/01/22","4F2","CARTHAGE","TX","US",32,10,47.885,"N",32.17996805,94,17,51.36,"W",-94.2976,241,"E"
"2026/01/22","4I3","MOUNT VERNON","OH","US",40,19,36.52,"N",40.32681111,82,31,12.45,"W",-82.520125,1183,"E"
"2026/01/22","4I9","MOUNT GILEAD","OH","US",40,31,28.283,"N",40.52452305,82,51,0.22,"W",-82.85006111,1086,"E"
"2026/01/22","4J3","GULF OF AMERICA","OG","US",28,30,0.9,"N",28.50025,84,59,59.6,"W",-84.99988888,0,"E"
"2026/01/22","4KA","TUNUNAK","AK","US",60,34,7.9,"N",60.56886111,165,14,54.5,"W",-165.24847222,590,"E"
"2026/01/22","4M9","CORNING","AR","US",36,24,29.2,"N",36.40811111,90,39,0.7,"W",-90.65019444,292,"S"
"2026/01/22","4MR","MELROSE","NM","US",34,30,0,"N",34.5,103,47,24,"W",-103.79,4350,"E"
"2026/01/22","4O4","IDABEL","OK","US",33,54,33.71,"N",33.90936388,94,51,33.695,"W",-94.85935972,470,"E"
"2026/01/22","4R5","LA POINTE","WI","US",46,47,19.429,"N",46.78873027,90,45,21.752,"W",-90.75604222,637,"S"
"2026/01/22","4S1","GOLD BEACH","OR","US",42,24,58.02,"N",42.41611666,124,25,32.7,"W",-124.42575,24,"S"
"2026/01/22","4S2","HOOD RIVER","OR","US",45,40,28.4526,"N",45.67457016,121,32,5.7903,"W",-121.53494175,631,"E"
"2026/01/22","4SL","CUBA","NM","US",35,47,20.1,"N",35.78891666,107,14,32.2,"W",-107.24227777,6372,"E"
"2026/01/22","4SV","STREVELL","ID","US",42,0,59.7,"N",42.01658333,113,15,3,"W",-113.25083333,5000,"E"
"2026/01/22","4V0","RANGELY","CO","US",40,5,44.0907,"N",40.09558075,108,45,42.9994,"W",-108.76194427,5251,"S"
"2026/01/22","4V1","WALSENBURG","CO","US",37,41,38.8455,"N",37.69412375,104,47,17.0593,"W",-104.78807202,6056,"S"
"2026/01/22","4V9","NELIGH","NE","US",42,6,39.22,"N",42.11089444,98,2,27.41,"W",-98.04094722,1790,"S"
"2026/01/22","54A","PLACIDA","FL","US",26,51,36.36,"N",26.8601,82,14,48.44,"W",-82.24678888,14,"E"
"2026/01/22","54J","DEFUNIAK SPRINGS","FL","US",30,43,52.17,"N",30.73115833,86,9,15.2,"W",-86.15422222,287,"E"
"2026/01/22","57C","EAST TROY","WI","US",42,47,49.6065,"N",42.79711291,88,21,56.0148,"W",-88.36555966,848,"S"
"2026/01/22","59G","GREEN CANYON","OG","US",27,55,0.9,"N",27.91691666,90,53,0.3,"W",-90.88341666,0,"E"
"2026/01/22","59K","SANTA BARBARA","CA","US",34,28,6,"N",34.46833333,120,40,51,"W",-120.68083333,135,"E"
"2026/01/22","5A6","WINONA","MS","US",33,27,36.93,"N",33.46025833,89,43,54.91,"W",-89.73191944,348,"E"
"2026/01/22","5A9","WARM SPRINGS","GA","US",32,56,10.41,"N",32.936225,84,41,50.03,"W",-84.69723055,882,"E"
"2026/01/22","5AC","GULF OF ALASKA","AK","US",51,59,58.6,"N",51.99961111,135,0,5.4,"W",-135.0015,40,"E"
"2026/01/22","5AD","GULF OF ALASKA","AK","US",53,59,57.9,"N",53.99941666,145,0,5.8,"W",-145.00161111,40,"E"
"2026/01/22","5AE","GULF OF ALASKA","AK","US",54,59,57.2,"N",54.99922222,155,0,7.7,"W",-155.00213888,40,"E"
"2026/01/22","5AF","GULF OF ALASKA","AK","US",55,59,58.6,"N",55.99961111,137,0,6.4,"W",-137.00177777,40,"E"
"2026/01/22","5AG","GULF OF ALASKA","AK","US",57,59,58.3,"N",57.99952777,142,0,6.1,"W",-142.00169444,40,"E"
"2026/01/22","5B2","SARATOGA SPRINGS","NY","US",43,2,53.3074,"N",43.04814094,73,51,42.5562,"W",-73.86182116,434,"S"
"2026/01/22","5C1","SAN ANTONIO","TX","US",29,43,36.2364,"N",29.72673233,98,41,47.061,"W",-98.69640583,1433,"S"
"2026/01/22","5H4","HARVEY","ND","US",47,47,28.4,"N",47.79122222,99,55,54.3,"W",-99.93175,1607,"S"
"2026/01/22","5I3","PIKEVILLE","KY","US",37,29,0.4,"N",37.48344444,82,27,59.5,"W",-82.46652777,671,"E"
"2026/01/22","5K2","TRIBUNE","KS","US",38,26,54.55,"N",38.44848611,101,45,6.65,"W",-101.75184722,3606,"S"
"2026/01/22","5R0","EAST ADDITION","TX","US",28,10,1,"N",28.16694444,93,54,0.6,"W",-93.90016666,1,"E"
"2026/01/22","5R8","DE QUINCY","LA","US",30,26,12.3,"N",30.43675,93,28,10.6,"W",-93.46961111,83,"S"
"2026/01/22","5SM","SUNLIGHT MOUNTAIN","CO","US",39,25,32,"N",39.42555555,107,22,45,"W",-107.37916666,10603,"E"
"2026/01/22","5T1","GULF OF AMERICA","OG","US",28,29,0.9,"N",28.48358333,93,45,0.6,"W",-93.75016666,0,"E"
"2026/01/22","5T9","EAGLE PASS","TX","US",28,51,23.88,"N",28.85663333,100,30,53.91,"W",-100.514975,887,"E"
"2026/01/22","60R","NAVASOTA","TX","US",30,22,12.369,"N",30.3701025,96,6,44.144,"W",-96.11226222,220,"S"
"2026/01/22","61E","EAST CAMERON","LA","US",28,37,4.9,"N",28.61802777,92,48,0.5,"W",-92.80013888,0,"E"
"2026/01/22","63S","COLVILLE","WA","US",48,32,33.7575,"N",48.54271041,117,52,49.2536,"W",-117.88034822,1875,"S"
"2026/01/22","65S","BONNERS FERRY","ID","US",48,43,31.05,"N",48.72529166,116,17,35.27,"W",-116.29313055,2319,"S"
"2026/01/22","66R","COLUMBUS","TX","US",29,38,17.52,"N",29.6382,96,30,49.44,"W",-96.51373333,230,"E"
"2026/01/22","6A1","BUTLER","GA","US",32,34,23.88,"N",32.5733,84,14,49.2,"W",-84.247,638,"S"
"2026/01/22","6A2","GRIFFIN","GA","US",33,13,37.1,"N",33.22697222,84,16,29.8,"W",-84.27494444,958,"S"
"2026/01/22","6B0","MIDDLEBURY","VT","US",43,59,19.5499,"N",43.98876386,73,5,42.4868,"W",-73.09513522,489,"S"
"2026/01/22","6B9","SKANEATELES","NY","US",42,54,50.77,"N",42.91410277,76,26,34.21,"W",-76.44283611,1000,"E"
"2026/01/22","6E5","DESMET","SD","US",44,25,56.8,"N",44.43244444,97,33,34.88,"W",-97.55968888,1722,"E"
"2026/01/22","6I2","SPRINGFIELD","KY","US",37,38,6.69,"N",37.63519166,85,14,30.19,"W",-85.24171944,845,"S"
"2026/01/22","6K4","FAIRVIEW","OK","US",36,17,22.83,"N",36.289675,98,28,26.84,"W",-98.47412222,1264,"S"
"2026/01/22","6K8","TOK","AK","US",63,19,40.22,"N",63.32783888,142,56,58.89,"W",-142.94969166,1678,"E"
"2026/01/22","6L4","LOGAN","WV","US",37,51,18.9,"N",37.85525,81,54,53.8,"W",-81.91494444,1655,"S"
"2026/01/22","6P9","RANGER","TX","US",32,25,45.71,"N",32.42936388,98,35,45.29,"W",-98.59591388,1476,"S"
"2026/01/22","6R3","CLEVELAND","TX","US",30,21,28.7,"N",30.35797222,95,0,25.31,"W",-95.00703055,150,"E"
"2026/01/22","6S0","BIG TIMBER","MT","US",45,48,22.54,"N",45.80626111,109,58,24.87,"W",-109.973575,4472,"S"
"2026/01/22","6S2","FLORENCE","OR","US",43,59,1.8195,"N",43.98383875,124,6,35.8473,"W",-124.10995758,48,"S"
"2026/01/22","6S5","HAMILTON","MT","US",46,15,27.1753,"N",46.25754869,114,7,38.6283,"W",-114.12739675,3599,"S"
"2026/01/22","6S8","LAUREL","MT","US",45,42,27.23,"N",45.70756388,108,45,40.41,"W",-108.761225,3512,"E"
"2026/01/22","6T5","FREEPORT","TX","US",29,6,0.9,"N",29.10025,95,23,0.8,"W",-95.38355555,5,"E"
"2026/01/22","73J","BEAUFORT","SC","US",32,24,43.78,"N",32.41216111,80,38,3.0675,"W",-80.63418541,10,"S"
"2026/01/22","74V","ROOSEVELT","UT","US",40,16,47.7143,"N",40.27992063,110,2,59.5863,"W",-110.04988508,5172,"S"
"2026/01/22","77M","MALTA","ID","US",42,18,59.7,"N",42.31658333,113,20,3,"W",-113.33416666,4590,"E"
"2026/01/22","77S","CRESWELL","OR","US",43,55,56.55,"N",43.932375,123,0,21.31,"W",-123.00591944,568,"S"
"2026/01/22","78D","CARO","MI","US",43,27,31.853,"N",43.45884805,83,26,43.712,"W",-83.44547555,701,"S"
