"EFF_DATE","ASOS_AWOS_ID","ASOS_AWOS_TYPE","STATE_CODE","CITY","COUNTRY_CODE","COMMISSIONED_DATE","NAVAID_FLAG","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","ELEV","SURVEY_METHOD_CODE","PHONE_NO","SECOND_PHONE_NO","SITE_NO","SITE_TYPE_CODE","REMARK"
"2026/02/19","10G","AWOS-3","OH","MILLERSBURG","US","2000/05/01","N",40,32,12.1245,"N",40.53670125,81,57,21.3882,"W",-81.95594116,1226.5,"E","330-674-6279","","18205.1","A",""
"2026/02/19","10U","AWOS-3PT","NV","OWYHEE","US","2017/10/12","N",41,57,16.93,"N",41.95470277,116,10,58.42,"W",-116.18289444,5377.2,"E","208-696-6007","","13106.","A",""
"2026/02/19","11R","AWOS-3","TX","BRENHAM","US","","N",30,13,10.8318,"N",30.2196755,96,22,27.85,"W",-96.37440277,317.7,"S","979-836-2303","","23485.1","A",""
"2026/02/19","12J","AWOS-3PT","AL","BREWTON","US","2005/04/15","N",31,3,9.3,"N",31.05258333,87,3,59.9,"W",-87.06663888,98.8,"E","251-809-2987","","00186.","A",""
"2026/02/19","12N","ASOS","NJ","ANDOVER","US","","N",41,0,31.031,"N",41.00861972,74,44,16.922,"W",-74.73803388,582.7,"","609-325-2295","","13478.1","A",""
"2026/02/19","13K","AWOS-3PT","KS","EUREKA","US","","N",37,51,6.7815,"N",37.85188375,96,17,34.5256,"W",-96.29292377,1199.7,"S","620-583-2760","","06589.","A",""
"2026/02/19","14Y","AWOS-3","MN","LONG PRAIRIE","US","","N",45,53,51.339,"N",45.89759416,94,52,25.042,"W",-94.87362277,1331.8,"E","320-732-3508","","10797.3","A",""
"2026/02/19","15J","AWOS-3PT","GA","ADEL","US","2024/05/16","N",31,8,17.2402,"N",31.13812227,83,27,13.5093,"W",-83.45375258,231,"S","229-896-4223","","03611.","A",""
"2026/02/19","15M","AWOS-3PT","MS","IUKA","US","2022/06/08","N",34,46,28.3,"N",34.77452777,88,10,3.6,"W",-88.16766666,603.5,"E","662-424-8004","","11276.","A",""
"2026/02/19","16A","AWOS-3P","AK","NUNAPITCHUK","US","2013/10/15","N",60,54,13.3469,"N",60.90370747,162,26,41.1566,"W",-162.44476572,17.4,"","907-868-7319","","50552.1","A",""
"2026/02/19","16G","AWOS-3","OH","TIFFIN","US","2007/08/17","N",41,5,38.6,"N",41.09405555,83,12,45,"W",-83.2125,785.9,"E","419-443-1043","","18565.","A",""
"2026/02/19","16J","AWOS-3PT","GA","DAWSON","US","2024/11/18","N",31,44,36.59,"N",31.74349722,84,25,1.17,"W",-84.41699166,306,"E","229-222-5289","","03756.","A",""
"2026/02/19","17G","AWOS-3","OH","BUCYRUS","US","2007/08/17","N",40,47,3.55,"N",40.78431944,82,58,27,"W",-82.97416666,998,"E","419-562-0279","","17656.","A",""
"2026/02/19","17J","AWOS-3PT","GA","DONALSONVILLE","US","2017/06/22","N",31,0,13.6429,"N",31.00378969,84,52,45.8661,"W",-84.87940725,132.4,"S","229-524-0001","","03758.","A",""
"2026/02/19","18A","AWOS-3PT","GA","CANON","US","2010/02/11","N",34,20,25.3,"N",34.34036111,83,7,50.9,"W",-83.13080555,890,"","706-245-1097","","03703.6","A",""
"2026/02/19","18AZ","AWOS-1","AZ","CAREFREE","US","","N",33,49,5.141,"N",33.81809472,111,53,52.527,"W",-111.89792416,,"","480-488-7882","","00642.87","A","AWOS ASSOCIATED WITH SKY RANCH AT CAREFREE AIRPORT (18AZ)."
"2026/02/19","18CN","AWOS-AV","CA","SAN FRANCISCO","US","2016/11/10","N",37,45,53.9,"N",37.76497222,122,23,25.2,"W",-122.39033333,156,"S","415-514-4209","","02187.51","H",""
"2026/02/19","18H","AWOS-3","LA","LUCIUS","US","2017/03/02","N",26,7,47.9994,"N",26.12999983,92,2,24,"W",-92.04,200,"E","832-636-9295","","","","WIND UNREL 110-160.; STAND-ALONE FACILITY IN GULF OF AMERICA NOT ASSOCIATED WITH AN AIRPORT OR NAVAID."
"2026/02/19","19S","AWOS-3P","KS","SUBLETTE","US","2016/11/08","N",37,29,48.7,"N",37.49686111,100,49,58.5,"W",-100.83291666,2910.7,"E","620-290-3873","","06917.","A",""
"2026/02/19","1A5","AWOS-3P","NC","FRANKLIN","US","2023/04/27","N",35,13,21.89,"N",35.22274722,83,24,53.84,"W",-83.41495555,2004.1,"S","828-349-3156","","16731.1","A",""
"2026/02/19","1A6","AWOS-3","KY","MIDDLESBORO","US","1994/11/10","N",36,36,31.3442,"N",36.60870672,83,44,12.7315,"W",-83.73686986,1142.1,"S","606-248-3095","","07274.","A",""
"2026/02/19","1A9","AWOS-3P","AL","PRATTVILLE","US","2014/04/24","N",32,26,14.61,"N",32.43739166,86,30,35.28,"W",-86.5098,204,"S","334-358-0919","","00481.91","A",""
"2026/02/19","1AF","ASOS","CA","BARSTOW","US","2018/05/18","N",35,21,10.482,"N",35.35291166,116,53,23.2041,"W",-116.88977891,3027.4,"E","","","","","1AF ASOS IS ASSOCIATED WITH GOLDSTONE /GTS/ 00CA.; (COMM_DECOMM_DATE) AWSS"
"2026/02/19","1B1","AWOS-3","NY","HUDSON","US","1991/09/27","N",42,17,28.7,"N",42.29130555,73,42,37.2,"W",-73.71033333,198.1,"E","518-828-2577","","15457.1","A",""
"2026/02/19","1B9","AWOS-3PT","MA","MANSFIELD","US","2024/06/07","N",42,0,7.61,"N",42.00211388,71,11,56.24,"W",-71.19895555,120,"E","774-372-2047","","09054.","A",""
"2026/02/19","1D1","AWOS-3P","SD","MILBANK","US","2021/12/02","N",45,13,42.26,"N",45.22840555,96,33,46.52,"W",-96.56292222,1119,"E","605-438-2088","","22736.","A",""
"2026/02/19","1D8","AWOS-3P","SD","REDFIELD","US","","N",44,51,16.32,"N",44.85453333,98,31,42.11,"W",-98.52836388,1304,"E","605-475-1877","","22778.","A",""
"2026/02/19","1F0","AWOS-3","OK","ARDMORE","US","1983/08/19","N",34,9,2.7502,"N",34.15076394,97,7,27.1068,"W",-97.12419633,838.8,"S","580-226-1536","","18796.","A",""
"2026/02/19","1G0","AWOS-3","OH","BOWLING GREEN","US","2006/01/23","N",41,23,27.6,"N",41.391,83,37,48.5,"W",-83.63013888,672.9,"E","419-354-1415","","17620.","A",""
"2026/02/19","1G3","AWOS-2","OH","KENT","US","2019/04/04","N",41,9,25,"N",41.15694444,81,25,2,"W",-81.41722222,1111,"E","330-346-1497","","18061.","A",""
"2026/02/19","1G4","AWOS-3PT","AZ","PEACH SPRINGS","US","","N",35,59,19.72,"N",35.98881111,113,48,54.71,"W",-113.81519722,4763,"E","928-237-1354","","00749.","A",""
"2026/02/19","1H2","AWOS-3PT","IL","EFFINGHAM","US","1992/12/23","N",39,4,13.6,"N",39.07044444,88,32,0.7,"W",-88.53352777,585.2,"E","217-536-5976","","04614.","A",""
"2026/02/19","1K1","AWOS-2","KS","BENTON","US","2014/09/18","N",37,46,28,"N",37.77444444,97,6,47.6,"W",-97.11322222,1364,"E","316-530-6004","","06492.5","A",""
"2026/02/19","1K8","AWOS-3PT","OK","KETCHUM","US","2023/03/28","N",36,32,33.37,"N",36.54260277,95,0,42.64,"W",-95.01184444,770,"E","918-782-2047","","19046.02","A",""
"2026/02/19","1M4","AWOS-3PT","AL","HALEYVILLE","US","2007/10/31","N",34,16,59.3,"N",34.28313888,87,35,55,"W",-87.59861111,929.8,"E","205-486-0035","","00363.","A","(COMM_DECOMM_DATE) AWSS"
"2026/02/19","1M5","AWOS-3PT","TN","PORTLAND","US","1993/11/18","N",36,35,44.045,"N",36.59556805,86,28,40.7715,"W",-86.47799208,783.2,"S","615-325-4971","","23154.1","A",""
"2026/02/19","1O2","AWOS-3","CA","LAKEPORT","US","1995/08/16","N",38,59,20.17,"N",38.98893611,122,53,43.1,"W",-122.89530555,1378,"S","707-262-0380","","01743.","A",""
"2026/02/19","1P1","AWOS-3","NH","PLYMOUTH","US","","N",43,46,38,"N",43.77722222,71,45,22,"W",-71.75611111,505,"E","603-536-1698","","13383.","A",""
"2026/02/19","1R7","AWOS-3T","MS","BROOKHAVEN","US","2006/04/14","N",31,36,20.7,"N",31.60575,90,24,25.3,"W",-90.40702777,492,"S","601-833-3209","","11154.","A",""
"2026/02/19","1R8","AWOS-3PT","AL","BAY MINETTE","US","2020/09/29","N",30,52,8.62,"N",30.86906111,87,49,6.23,"W",-87.81839722,223,"S","251-580-5103","","00155.","A",""
"2026/02/19","1S3","AWOS-3PT","MT","FORSYTH","US","2011/09/08","N",46,16,20.34,"N",46.27231666,106,37,12.72,"W",-106.6202,2728,"","406-346-2571","","12357.","A",""
"2026/02/19","1S5","AWOS-3PT","WA","SUNNYSIDE","US","2014/05/19","N",46,19,43.5327,"N",46.32875908,119,58,24.6748,"W",-119.97352077,752.9,"","509-836-2384","","26428.","A",""
"2026/02/19","1U7","AWOS-3","ID","PARIS","US","","N",42,15,1.6,"N",42.25044444,111,19,51,"W",-111.33083333,5935,"","208 847 0613","","04280.","A",""
"2026/02/19","1V6","AWOS-3PT","CO","CANON CITY","US","2002/08/15","N",38,25,32.16,"N",38.4256,105,6,17.12,"W",-105.10475555,5376,"E","(719) 784-2014","","02532.","A",""
"2026/02/19","20U","AWOS-3","ND","BEACH","US","","N",46,55,30.6,"N",46.92516666,103,58,55.4,"W",-103.98205555,2755.9,"E","701-872-9225","","17256.1","A",""
"2026/02/19","20V","AWOS-3","CO","KREMMLING","US","2003/07/08","N",40,3,22.6129,"N",40.05628136,106,22,7.656,"W",-106.36879333,7399.7,"S","970-724-9659","","02649.","A",""
"2026/02/19","21D","AWOS-3","MN","ST PAUL","US","2008/05/09","N",44,59,49.908,"N",44.99719666,92,51,13.272,"W",-92.85368666,932.7,"E","651-779-5949","","10973.","A",""
"2026/02/19","22L","AWOS-3","IN","INDIANAPOLIS","US","","N",39,47,22.67,"N",39.78963055,86,9,45.66,"W",-86.16268333,901,"E","317-964-9799","","","","22L AWOS IS ASSOCIATED WITH AIRPORT 81II."
"2026/02/19","22N","AWOS-3PT","PA","LEHIGHTON","US","2005/05/13","N",40,48,41.5548,"N",40.811543,75,45,53.1534,"W",-75.76476483,534,"","570-386-3423","","20746.3","A",""
"2026/02/19","24A","AWOS-3PT","NC","SYLVA","US","2016/09/15","N",35,18,56.34,"N",35.31565,83,12,25.71,"W",-83.20714166,2835,"E","828-631-3389","","17148.5","A",""
"2026/02/19","24J","AWOS-3","FL","LIVE OAK","US","2005/07/28","N",30,18,1.4,"N",30.30038888,83,1,27.8,"W",-83.02438888,103.3,"E","386-362-1731","","03305.1","A",""
"2026/02/19","26N","AWOS-AV","NJ","OCEAN CITY","US","2018/05/24","N",39,15,49.78,"N",39.26382777,74,36,20.31,"W",-74.60564166,5,"E","609-398-0705","","14109.","A",""
"2026/02/19","27K","AWOS-3","KY","GEORGETOWN","US","1997/05/05","N",38,14,20.4716,"N",38.23901988,84,26,1.0582,"W",-84.43362727,925.7,"S","502-867-1564","","07152.1","A",""
"2026/02/19","28J","AWOS-3","FL","PALATKA","US","","N",29,39,30.1769,"N",29.65838247,81,41,22.211,"W",-81.68950305,47.8,"E","386-312-2212","","03421.","A",""
"2026/02/19","2A0","AWOS-3","TN","DAYTON","US","1992/05/21","N",35,28,54.17,"N",35.48171388,84,55,55.9,"W",-84.93219444,714,"","423-775-4695","","22941.1","A",""
"2026/02/19","2A9","AWOS-3P","AK","KOTLIK","US","2022/03/09","N",63,2,0.13,"N",63.03336944,163,31,56.25,"W",-163.53229166,43,"E","907-269-2701","","50427.61","A",""
"2026/02/19","2C7","AWOS-3P","AK","SHAKTOOLIK","US","","N",64,22,15.9,"N",64.37108333,161,13,26.3,"W",-161.22397222,27.3,"E","907-955-3896","","50697.","A",""
"2026/02/19","2C8","AWOS-3","ND","CAVALIER","US","","N",48,47,1.4,"N",48.78372222,97,37,55.1,"W",-97.63197222,892.1,"E","701-265-8050","","17285.","A",""
"2026/02/19","2D5","AWOS-3","ND","OAKES","US","","N",46,10,23.2142,"N",46.17311505,98,4,47.6032,"W",-98.07988977,1334.9,"E","701-742-3991","","17435.2","A",""
"2026/02/19","2G2","AWOS-3","OH","STEUBENVILLE","US","2021/10/21","N",40,21,52.7685,"N",40.36465791,80,42,14.0642,"W",-80.70390672,1210,"E","740-275-4862","","18562.","A",""
"2026/02/19","2G4","AWOS-3","MD","OAKLAND","US","","N",39,34,57.67,"N",39.58268611,79,20,30.55,"W",-79.34181944,2973,"E","301-746-8443","","08604.1","A",""
"2026/02/19","2G9","AWOS-3P","PA","SOMERSET","US","2014/09/04","N",40,2,24.51,"N",40.04014166,79,0,56.85,"W",-79.01579166,2222,"","814-443-2114","","21497.","A",""
"2026/02/19","2I0","AWOS-3","KY","MADISONVILLE","US","1994/10/28","N",37,21,29.3078,"N",37.35814105,87,23,51.68,"W",-87.39768888,418.5,"S","270-821-4554","","07259.","A",""
"2026/02/19","2IS","AWOS-3PT","FL","CLEWISTON","US","","N",26,44,20.45,"N",26.73901388,81,3,9.68,"W",-81.05268888,19.9,"E","863-983-7020","","03118.","A",""
"2026/02/19","2J3","AWOS-3PT","GA","LOUISVILLE","US","2017/04/20","N",32,59,19.69,"N",32.98880277,82,23,13.14,"W",-82.38698333,317.9,"E","478-625-8303","","03880.3","A",""
"2026/02/19","2J5","AWOS-3PT","GA","MILLEN","US","2018/07/19","N",32,53,28.91,"N",32.89136388,81,57,58.97,"W",-81.96638055,224,"E","478-982-4562","","03922.1","A",""
"2026/02/19","2J9","AWOS-3PT","FL","QUINCY","US","","N",30,35,55.44,"N",30.59873333,84,33,17.83,"W",-84.55495277,228,"S","850-627-6264","","03459.","A",""
"2026/02/19","2LS","AWOS-3PT","LA","GALLIANO","US","","N",29,24,49,"N",29.41361111,90,17,44,"W",-90.29555555,-2,"S","985-475-5178","","","","AWOS IS ASSOCD WITH HELI 2LS0."
"2026/02/19","2M2","AWOS-3","TN","LAWRENCEBURG","US","1993/11/26","N",35,14,13.8539,"N",35.23718163,87,15,40.056,"W",-87.26112666,938.8,"S","931-766-1585","","23053.3","A",""
"2026/02/19","2M8","AWOS-3PT","TN","MILLINGTON","US","2023/12/04","N",35,16,35.49,"N",35.276525,89,55,50.84,"W",-89.93078888,241,"E","901-873-0903","","23103.","A",""
"2026/02/19","2O1","AWOS-2","CA","QUINCY","US","2015/03/05","N",39,56,37.78,"N",39.94382777,120,56,27.28,"W",-120.94091111,3408,"E","530-283-6528","","02074.","A",""
"2026/02/19","2P2","AWOS-3PT","WI","WASHINGTON ISLAND","US","2016/07/21","N",45,23,9.88,"N",45.38607777,86,55,23.6,"W",-86.92322222,673,"","920 847 3024","","27652.","A",""
"2026/02/19","2R2","AWOS-3PT","IN","INDIANAPOLIS","US","2009/12/09","N",39,45,3.9306,"N",39.75109183,86,28,23.4445,"W",-86.47317902,897.8,"E","317-718-4872","","05370.9","A",""
"2026/02/19","2R9","AWOS-3PT","TX","KENEDY","US","2018/05/31","N",28,49,36.46,"N",28.82679444,97,52,3.16,"W",-97.86754444,306,"E","830-583-8080","","24149.11","A",""
"2026/02/19","2S8","AWOS-2","WA","WILBUR","US","2015/04/30","N",47,45,8.29,"N",47.75230277,118,44,51.62,"W",-118.74767222,2183,"","509-647-0337","","26471.","A",""
"2026/02/19","2V5","AWOS-3","CO","WRAY","US","2009/12/30","N",40,6,1.164,"N",40.10032333,102,14,27.456,"W",-102.24096,3677.4,"S","970-332-5930","","02762.","A",""
"2026/02/19","2V6","AWOS-3","CO","YUMA","US","2014/11/13","N",40,6,16.8539,"N",40.10468163,102,42,45.9984,"W",-102.71277733,4121.3,"S","970-848-3007","","02765.","A",""
"2026/02/19","2W6","AWOS-3","MD","LEONARDTOWN","US","2005/07/07","N",38,18,58.62,"N",38.31628333,76,32,34.14,"W",-76.54281666,107,"E","301-373-6514","","08589.","A",""
"2026/02/19","32S","AWOS-AV","MT","STEVENSVILLE","US","","N",46,31,45.6,"N",46.52933333,114,3,25.4,"W",-114.05705555,3537,"E","406-777-9884","","12513.","A",""
"2026/02/19","33N","AWOS-3","DE","DOVER/CHESWOLD","US","2018/09/13","N",39,13,5.05,"N",39.21806944,75,35,59.57,"W",-75.59988055,52,"E","302-571-6012","","02967.1","A",""
"2026/02/19","33V","AWOS-3","CO","WALDEN","US","2002/10/03","N",40,44,43.45,"N",40.74540277,106,16,31.32,"W",-106.27536666,8150,"E","970-723-4513","","02750.","A",""
"2026/02/19","35A","AWOS-3PT","SC","UNION","US","","N",34,41,5.6817,"N",34.68491158,81,38,31.4861,"W",-81.64207947,583.5,"S","864-427-1514","","22555.","A",""
"2026/02/19","36K","AWOS-3PT","KS","LAKIN","US","2021/02/25","N",37,58,14.42,"N",37.97067222,101,15,19.4,"W",-101.25538888,3101,"E","620-355-4004","","06715.","A",""
"2026/02/19","38S","AWOS-AV","MT","DEER LODGE","US","2013/07/03","N",46,23,20.34,"N",46.38898333,112,46,9.53,"W",-112.76931388,4674.4,"","406-846-1177","","12318.","A",""
"2026/02/19","3AU","AWOS-3P","KS","AUGUSTA","US","2014/08/26","N",37,40,17.9,"N",37.67163888,97,4,40.3,"W",-97.07786111,1328,"","316-733-6696","","06483.1","A",""
"2026/02/19","3B1","AWOS-A","ME","GREENVILLE","US","","N",45,27,47.1123,"N",45.46308675,69,33,18.9738,"W",-69.5552705,1388,"S","207-695-2581","","08014.","A","COORDS & ELEV FM 3RD PARTY 28 JUN 2013.; ALTIM RELAYED THROUGH UNICOM ON REQUEST."
"2026/02/19","3D2","AWOS-3PT","WI","EPHRAIM","US","2014/09/18","N",45,8,5.3147,"N",45.13480963,87,11,17.0826,"W",-87.1880785,770.5,"S","920-854-5559","","27184.","A",""
"2026/02/19","3F3","AWOS-3PT","LA","MANSFIELD","US","2016/07/21","N",32,4,18.09,"N",32.07169166,93,45,50.58,"W",-93.76405,315,"S","318-872-3537","","07632.","A",""
"2026/02/19","3I2","AWOS-3","WV","POINT PLEASANT","US","1989/04/13","N",38,54,52.685,"N",38.91463472,82,5,54.884,"W",-82.09857888,643.4,"E","304-675-4618","","26850.","A",""
"2026/02/19","3J1","AWOS-3PT","SC","RIDGELAND","US","2024/09/11","N",32,29,55.2,"N",32.49866666,80,59,27.4,"W",-80.99094444,88.6,"E","843-547-8419","","22500.","A",""
"2026/02/19","3K3","AWOS-3PT","KS","SYRACUSE","US","","N",37,59,54.899,"N",37.99858305,101,44,51.388,"W",-101.74760777,3326.1,"S","620-384-5869","","06922.","A",""
"2026/02/19","3K7","AWOS-3P","KS","LEOTI","US","2024/01/11","N",38,27,23.63,"N",38.45656388,101,21,9.84,"W",-101.35273333,3297,"","620-214-5151","","06728.61","A",""
"2026/02/19","3K8","AWOS-3PT","KS","COLDWATER","US","","N",37,13,21.06,"N",37.22251666,99,19,47.96,"W",-99.32998888,2090,"S","620-582-5988","","06545.1","A",""
"2026/02/19","3L4","AWOS-3","LA","LITTLE PECAN","US","","N",29,47,42.5859,"N",29.79516275,92,48,0.4145,"W",-92.80011513,8,"S","337-538-2321","","","","3L4 AWOS-3 IS ASSOCIATED WITH LITTLE PECAN ISLAND AIRPORT 3LA4."
"2026/02/19","3LF","AWOS-3PT","IL","LITCHFIELD","US","","N",39,9,45,"N",39.1625,89,40,28.7,"W",-89.67463888,677,"","217-324-4735","","04824.","A",""
"2026/02/19","3N8","AWOS-3PT","MN","MAHNOMEN","US","2013/12/12","N",47,15,37.18,"N",47.26032777,95,55,41.11,"W",-95.92808611,1243,"E","218-936-2507","","10807.5","A",""
"2026/02/19","3R7","AWOS-3PT","LA","JENNINGS","US","","N",30,14,33.7165,"N",30.24269902,92,40,24.5974,"W",-92.67349927,22.8,"","337-824-0517","","07574.","A",""
"2026/02/19","3S8","AWOS-3PT","OR","GRANTS PASS","US","2016/11/11","N",42,30,32.5696,"N",42.50904711,123,23,19.2408,"W",-123.388678,1105,"S","541-955-3392","","19457.1","A",""
"2026/02/19","3T5","AWOS-3","TX","LA GRANGE","US","","N",29,54,28.7,"N",29.90797222,96,57,0,"W",-96.95,324,"S","979-242-5777","","24179.01","A",""
"2026/02/19","3U3","AWOS-3PT","MT","ANACONDA","US","2009/03/10","N",46,9,5.85,"N",46.151625,112,52,5.81,"W",-112.86828055,5018,"E","406-563-8275","","12243.","A",""
"2026/02/19","3W7","AWOS-3PT","WA","ELECTRIC CITY","US","2024/03/21","N",47,55,18.97,"N",47.92193611,119,4,37.66,"W",-119.07712777,1617,"S","509-631-8955","","26193.1","A",""
"2026/02/19","40U","AWOS-3PT","UT","MANILA","US","2019/08/27","N",40,59,15.99,"N",40.987775,109,40,37.27,"W",-109.67701944,6132,"S","435-784-3123","","25190.1","A",""
"2026/02/19","41U","AWOS-3PT","UT","MANTI","US","2013/10/21","N",39,19,56.31,"N",39.33230833,111,36,50.31,"W",-111.613975,5484,"E","435-283-4624","","25194.","A",""
"2026/02/19","42A","AWOS-3PT","AR","MELBOURNE","US","2023/10/05","N",36,4,14.09,"N",36.07058055,91,49,40.26,"W",-91.82785,762,"E","870-916-2768","","01080.","A",""
"2026/02/19","42J","AWOS-3","FL","KEYSTONE HEIGHTS","US","2005/06/30","N",29,50,42.8014,"N",29.84522261,82,2,43.8058,"W",-82.04550161,28,"S","352-473-8273","","03262.","A",""
"2026/02/19","42PN","AWOS-A","PA","PITTSBURGH","US","","N",40,27,23.06,"N",40.45640555,80,0,15.52,"W",-80.00431111,,"","412-442-2213","","21248.19","H",""
