"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","LEGACY_ELEMENT_NUMBER","TAB_NAME","REF_COL_NAME","ELEMENT","REF_COL_SEQ_NO","REMARK"
"2026/02/19","00110.01","H","AL","AL39","ALABASTER","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL."
"2026/02/19","00110.01","H","AL","AL39","ALABASTER","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","00110.01","H","AL","AL39","ALABASTER","US","A14","AIRPORT_CONTACT","NAME","MANAGER",1,"ADMINISTRATOR."
"2026/02/19","00110.01","H","AL","AL39","ALABASTER","US","A52-H1","RUNWAY_END_OBSTN","OBSTN_TYPE","H1",1,"30' TREES 200' EAST; 20' TOWER 250' WEST."
"2026/02/19","00112.1","A","AL","BFZ","ALBERTVILLE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC BIRMINGHAM APCH AT 205-769-3890."
"2026/02/19","00112.1","A","AL","BFZ","ALBERTVILLE","US","A81-APT","AIRPORT","LGT_SKED","",1,"DUSK - 2300. MIRL RWY 05/23 PRESET MED INTST DUSK-2300; TO INCR INTST - CTAF. AFT 2300 ACTVT REIL RWY 23; PAPI RWYS 05 & 23; MIRL RWY 05/23 - CTAF."
"2026/02/19","00112.1","A","AL","BFZ","ALBERTVILLE","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER",1,"AFT HRS 256-302-6082 OR 256-302-7886."
"2026/02/19","00112.1","A","AL","BFZ","ALBERTVILLE","US","A39-05/23","RUNWAY","PCN","05/23",1,"PCR VALUE: 401/F/D/X/T"
"2026/02/19","00116.","A","AL","ALX","ALEXANDER CITY","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"TWY LGTS FOR TWY TURNOFF ONLY."
"2026/02/19","00116.","A","AL","ALX","ALEXANDER CITY","US","A110-4","AIRPORT","GENERAL_REMARK","",4,"FOR CD CTC MONTGOMERY APCH AT 334-284-4575. WHEN APCH CLSD FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","00116.","A","AL","ALX","ALEXANDER CITY","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT REIL RWY 36; MIRL RWY 18/36 - CTAF."
"2026/02/19","00116.","A","AL","ALX","ALEXANDER CITY","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER",1,"ON CALL 256-392-2452."
"2026/02/19","00116.","A","AL","ALX","ALEXANDER CITY","US","A70-100LL","FUEL_TYPE","FUEL_TYPE","100LL",1,"24 HR CREDIT CARD SVC BOTH JET-A AND AVGAS."
"2026/02/19","00116.","A","AL","ALX","ALEXANDER CITY","US","A43-18","RUNWAY_END","VGSI_CODE","18",1,"PAPI UNUSBL BYD 5 DEG LEFT AND 6 DEG RIGHT OF CNTRLN."
"2026/02/19","00116.","A","AL","ALX","ALEXANDER CITY","US","A43-36","RUNWAY_END","VGSI_CODE","36",1,"PAPI UNUSBL BYD 6 DEG LEFT OF CNTRLN."
"2026/02/19","00116.","A","AL","ALX","ALEXANDER CITY","US","A57-18","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","18",1,"APCH RATIO 15:1 FM DSPLCD THR."
"2026/02/19","00116.01","H","AL","33AL","ALEXANDER CITY","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"DAY/VFR, ALL APCH/DEP OPNS CONDUCTED ON A 150 DEG EGRESS HDG. DUE TO CLOSE PROXIMITY OF KALX ARPT, APPLY STD ATC (VFR/UNICOM) COMS FOR FLT OPNS."
"2026/02/19","00116.01","H","AL","33AL","ALEXANDER CITY","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER",1,"SBROWNING@RUSSELLMEDCENTER.COM"
"2026/02/19","00119.","A","AL","AIV","ALICEVILLE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"BEFORE FAA ACT."
"2026/02/19","00119.","A","AL","AIV","ALICEVILLE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"TWY LGTS FOR TWY TURNOFF ONLY."
"2026/02/19","00119.","A","AL","AIV","ALICEVILLE","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"FOR CD CTC COLUMBUS APCH AT 662-434-3044."
"2026/02/19","00119.","A","AL","AIV","ALICEVILLE","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT REILS RWY 06 & 24; MIRL RWY 06/24 - CTAF."
"2026/02/19","00119.","A","AL","AIV","ALICEVILLE","US","A13","AIRPORT_CONTACT","PHONE_NO","OWNER",1,"ALT PHONE NR 205-315-1057."
"2026/02/19","00119.","A","AL","AIV","ALICEVILLE","US","A42-06_COND","RUNWAY_END","RWY_MARKING_COND","06",1,"MARKINGS FADED."
"2026/02/19","00119.","A","AL","AIV","ALICEVILLE","US","A42-24_COND","RUNWAY_END","RWY_MARKING_COND","24",1,"MARKINGS FADED."
"2026/02/19","00124.","A","AL","79J","ANDALUSIA","US","A110*G","AIRPORT","ARPT_PSN_SOURCE","",0,"THIS AIRPORT HAS BEEN SURVEYED BY THE NATIONAL GEODETIC SURVEY."
"2026/02/19","00124.","A","AL","79J","ANDALUSIA","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC CAIRNS APCH AT 334-255-8402, WHEN APCH CLSD CTC JACKSONVILLE ARTCC AT 904-845-1592."
"2026/02/19","00124.","A","AL","79J","ANDALUSIA","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT PAPI RWY 11 & 29; MIRL RWY 11/29 - CTAF."
"2026/02/19","00124.","A","AL","79J","ANDALUSIA","US","A17-H4","AIRPORT_ATTEND_SCHED","HOUR","4",1,"AFT HRS SVC CALL 334-222-0638/334-427-0733"
"2026/02/19","00124.","A","AL","79J","ANDALUSIA","US","A14","AIRPORT_CONTACT","NAME","MANAGER",1,"JED BLACKWELL"
"2026/02/19","00124.","A","AL","79J","ANDALUSIA","US","A70-100LL","FUEL_TYPE","FUEL_TYPE","100LL",1,"100LL SELF SERVE AVBL 24 HRS."
"2026/02/19","00124.","A","AL","79J","ANDALUSIA","US","A70-A+","FUEL_TYPE","FUEL_TYPE","A+",1,"MILITARY CONTRACT FUEL AVBL MON-FRI 0700-2400, OTHER TIMES CALL (334) 222-0638"
"2026/02/19","00124.","A","AL","79J","ANDALUSIA","US","A42-11_COND","RUNWAY_END","RWY_MARKING_COND","11",1,"MARKINGS FAIR DUE TO FADING"
"2026/02/19","00128.","A","AL","ANB","ANNISTON","US","A26","AIRPORT","FAR_139_TYPE_CODE","",1,"CLSD TO SKED ACR OPS WITH MORE THAN 9 PAX SEATS & UNSKED ACR OPS WITH MORE THAN 30 PAX SEATS."
"2026/02/19","00128.","A","AL","ANB","ANNISTON","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"BIRDS ON AND INVOF RWY."
"2026/02/19","00128.","A","AL","ANB","ANNISTON","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"FOR CD CTC BIRMINGHAM APCH AT 205-769-3890."
"2026/02/19","00128.","A","AL","ANB","ANNISTON","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT MALSR RWY 05; REIL RWY 23; PAPI RWY 05 & 23, HIRL RWY 05/23 -  CTAF."
"2026/02/19","00128.","A","AL","ANB","ANNISTON","US","A17-M2","AIRPORT_ATTEND_SCHED","MONTH","2",1,"FBO SVC - 256-831-4410."
"2026/02/19","00128.","A","AL","ANB","ANNISTON","US","A70-100LL","FUEL_TYPE","FUEL_TYPE","100LL",1,"AFT HR FUEL - 256-831-4410; SVC FEE 1800-0730."
"2026/02/19","00128.01","H","AL","AL42","ANNISTON","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRVDD LNDG AREA LIMITED TO PVT USE; ALL OPNS CONDUCTED FM 090-250 DEGREES; ALL DEP OPNS CONDUCTED FM 270-080 DEGREES; TKOF LNDG AREA IS MKD; NON-OBSTRUCTING WIND INDICATOR IS MAINTAINED."
"2026/02/19","00128.01","H","AL","AL42","ANNISTON","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL USE."
"2026/02/19","00128.01","H","AL","AL42","ANNISTON","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","00128.01","H","AL","AL42","ANNISTON","US","A81-APT","AIRPORT","LGT_SKED","",1,"FOR FLOOD LGTS CALL 256-235-5295."
"2026/02/19","00128.01","H","AL","AL42","ANNISTON","US","A14","AIRPORT_CONTACT","NAME","MANAGER",1,"LOUIS BASS, CEO, 256-235-5252"
"2026/02/19","00128.02","H","AL","04AL","ANNISTON","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","00128.02","H","AL","04AL","ANNISTON","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"ANAD HAS A SINGLE, LIMITED-USE HELIPAD SUPPORTING ONLY OCCASIONAL OPERATIONS FOR DISTINGUISHED VISITOR MOVEMENTS AND ON RARE OCCASIONS, LIFE-FLIGHT EMERGENCIES."
"2026/02/19","00128.02","H","AL","04AL","ANNISTON","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"CONTACT ANAD OPERATIONS OFFICE DSN 571-7614, COMM 256-235-7614 FOR ALL REQUESTS."
"2026/02/19","00133.5","A","AL","51AL","ARDMORE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"ESTABLISHED BEFORE FAA ACT."
"2026/02/19","00133.5","A","AL","51AL","ARDMORE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"ARPT CLASSIFIED AS PSNAL USE FOR ARPT OWNER AND IMT FAMILY ONLY"
"2026/02/19","00133.5","A","AL","51AL","ARDMORE","US","A42-01_COND","RUNWAY_END","RWY_MARKING_COND","01",1,"RY 01/19 MARKINGS FADED. "
"2026/02/19","00133.5","A","AL","51AL","ARDMORE","US","A42-01_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","01",1,"RY 01/19 MARKED WITH ORANGE CONES, THLD AND TWY MARKED WITH WHITE CONES."
"2026/02/19","00133.5","A","AL","51AL","ARDMORE","US","A33-01/19_SURF","RUNWAY_SURFACE_TYPE","SURFACE_TYPE_CODE","01/19",1,"PAVED 2200' X 20' ASPH STRIP DOWN MID OF TURF RWY."
"2026/02/19","00134.","H","KY","90KY","ASHCAMP","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRVDD VFR OPNS AND PVT USE ONLY."
"2026/02/19","00134.","H","KY","90KY","ASHCAMP","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC INDIANAPOLIS ARTCC AT 317-247-2411."
"2026/02/19","00135.","A","AL","26A","ASHLAND/LINEVILLE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"VFR USE ONLY"
"2026/02/19","00135.","A","AL","26A","ASHLAND/LINEVILLE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","00135.","A","AL","26A","ASHLAND/LINEVILLE","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT MIRL RY 09/27 AND REIL RY 09 & 27 - CTAF."
"2026/02/19","00135.","A","AL","26A","ASHLAND/LINEVILLE","US","A39-09/27","RUNWAY","PCN","09/27",1,"PCR VALUE: 70/F/B/X/U"
"2026/02/19","00135.","A","AL","26A","ASHLAND/LINEVILLE","US","A57-09","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","09",1,"APCH RATIO 26:1 TO DSPLCD THR."
"2026/02/19","00135.01","H","AL","0AL2","ASHLAND","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRVDD APCH/DEP RTE OPS FROM 300-330 DEGS; TKOF/LNDG AREA MKD; WIND INDICATOR MNTND; AND NO OPS CONDUCTED WITH A TAILWIND COMPONENT IN EXCESS OF 10 KNOTS."
"2026/02/19","00135.01","H","AL","0AL2","ASHLAND","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL USE."
"2026/02/19","00135.01","H","AL","0AL2","ASHLAND","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","00135.01","H","AL","0AL2","ASHLAND","US","A14","AIRPORT_CONTACT","NAME","MANAGER",1,"STEPHEN YOUNG, SAFETY & SECURITY."
"2026/02/19","00135.01","H","AL","0AL2","ASHLAND","US","A11","AIRPORT_CONTACT","NAME","OWNER",1,"PHYSICAL ADDRESS 83825 HWY 9 ASHLAND AL 36251"
"2026/02/19","00135.01","H","AL","0AL2","ASHLAND","US","A13","AIRPORT_CONTACT","PHONE_NO","OWNER",1,"EXTENSION 1269."
"2026/02/19","00135.01","H","AL","0AL2","ASHLAND","US","A52-H1","RUNWAY_END_OBSTN","OBSTN_TYPE","H1",1,"50' PLINES 75' N & E; 30' PLINE-MRKD 50' E & S; 90' ANTENNA-LGTD 75' E."
"2026/02/19","00137.","A","AL","AL60","ASHVILLE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"VFR, PVT USE ONLY."
"2026/02/19","00137.","A","AL","AL60","ASHVILLE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","00137.","A","AL","AL60","ASHVILLE","US","A13","AIRPORT_CONTACT","PHONE_NO","OWNER",1,"FAX - OFC FONE - 205-594-5931"
"2026/02/19","00139.","H","AL","5AL9","ATHENS","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC HUNTSVILLE APCH AT 256-542-2070. WHEN APCH CLSD CTC MEMPHIS ARTCC AT 901-368-8453/8449."
"2026/02/19","00140.1","A","AL","0R1","ATMORE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRIOR TO FAA ACT"
"2026/02/19","00140.1","A","AL","0R1","ATMORE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC PENSACOLA APCH AT 850-266-6884 OR 850-266-6885."
"2026/02/19","00140.1","A","AL","0R1","ATMORE","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT PAPI RWYS 18 & 36; MIRL RWY 18/36 - CTAF."
"2026/02/19","00140.1","A","AL","0R1","ATMORE","US","A17-M1","AIRPORT_ATTEND_SCHED","MONTH","1",1,"WKENDS ON CALL."
"2026/02/19","00146.","A","AL","AUO","AUBURN","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"ARPT PRECEDED ACT ANLYS NOT REQD."
"2026/02/19","00146.","A","AL","AUO","AUBURN","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"JET START CPBLTY AVBL."
"2026/02/19","00146.","A","AL","AUO","AUBURN","US","A110-6","AIRPORT","GENERAL_REMARK","",6,"HVY FLT STUDENT ACTVTY WI 35NM OF ARPT."
"2026/02/19","00146.","A","AL","AUO","AUBURN","US","A81-APT","AIRPORT","LGT_SKED","",1,"WHEN ATCT CLSD, ACTVT MALSF RWY 36; PAPI RWY 29 & 36; MIRL RWY 11/29; HIRL RWY 18/36 - CTAF."
"2026/02/19","00146.","A","AL","AUO","AUBURN","US","A70-100LL","FUEL_TYPE","FUEL_TYPE","100LL",1,"SVC AFT HRS & HOL 334-501-3100."
"2026/02/19","00146.","A","AL","AUO","AUBURN","US","A57-29","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","29",1,"APCH RATIO 26:1 FROM DSPLCD THLD."
"2026/02/19","00155.","A","AL","1R8","BAY MINETTE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"BEFORE FAA ACT."
"2026/02/19","00155.","A","AL","1R8","BAY MINETTE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC MOBILE APCH AT 251-662-6236, WHEN APCH CLSD CTC HOUSTON ARTCC AT 281-230-5622."
"2026/02/19","00155.","A","AL","1R8","BAY MINETTE","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT PAPI RWY 08 & 26; MIRL RWY 08/26 - CTAF."
"2026/02/19","00155.","A","AL","1R8","BAY MINETTE","US","A70-100LL","FUEL_TYPE","FUEL_TYPE","100LL",1,"100LL FUEL 24 HR SELF SVC AVBL."
"2026/02/19","00155.","A","AL","1R8","BAY MINETTE","US","A70-A+","FUEL_TYPE","FUEL_TYPE","A+",1,"JET A+ FUEL SVC AVBL 0800-1700 CALL 251-937-2900."
"2026/02/19","00155.","A","AL","1R8","BAY MINETTE","US","A42-26_COND","RUNWAY_END","RWY_MARKING_COND","26",1,"RWY ID AND TD MRKGS SEVERELY FADED"
"2026/02/19","00155.03","H","AL","6AL9","BAY MINETTE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"CONDITIONAL PER 2014-ASO-1795-NRA"
"2026/02/19","00155.03","H","AL","6AL9","BAY MINETTE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC MOBILE APCH AT 251-662-6236, WHEN APCH CLSD CTC HOUSTON ARTCC AT 281-230-5622."
"2026/02/19","00155.31","A","AL","5R7","BAYOU LA BATRE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"VFR WEATHER CONDITIONS ONLY."
"2026/02/19","00155.31","A","AL","5R7","BAYOU LA BATRE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC MOBILE APCH AT 251-662-6236, WHEN APCH CLSD CTC HOUSTON ARTCC AT 281-230-5622."
"2026/02/19","00155.31","A","AL","5R7","BAYOU LA BATRE","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"ARPT CURRENTLY UNLICENSED BY STATE OF ALABAMA."
"2026/02/19","00155.31","A","AL","5R7","BAYOU LA BATRE","US","A17-M1","AIRPORT_ATTEND_SCHED","MONTH","1",1,"FOR ARPT ATTENDANT CALL 251-591-6985"
"2026/02/19","00155.31","A","AL","5R7","BAYOU LA BATRE","US","A42-18_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","18",1,"RWY 18/36 MKD WITH FRANGIBLE PVC PIPE AND WHITE PLASTIC MATS."
"2026/02/19","00155.32","H","AL","AL67","THEODORE","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PRIVATE USE; OPNS CONDUCTED FROM 360 DEG TO 180 DEG; AREA IS MARKED; WIND INDICATOR IS MAINTAINED."
"2026/02/19","00155.32","H","AL","AL67","THEODORE","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD CTC MOBILE APCH AT 251-662-6236, WHEN APCH CLSD CTC HOUSTON ARTCC AT 281-230-5622."
"2026/02/19","00155.32","H","AL","AL67","THEODORE","US","A52-H1","RUNWAY_END_OBSTN","OBSTN_TYPE","H1",1,"MARKED POWERLINE SOUTH."
"2026/02/19","00157.1","A","AL","EKY","BESSEMER","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"FOR CD IF UNA VIA FREQ, CTC BIRMINGHAM APCH AT 205-769-3890."
"2026/02/19","00157.1","A","AL","EKY","BESSEMER","US","A81-APT","AIRPORT","LGT_SKED","",1,"ACTVT REIL RWY 05 & 23; HIRL RWY 05/23 - CTAF."
"2026/02/19","00157.1","A","AL","EKY","BESSEMER","US","A17-H1","AIRPORT_ATTEND_SCHED","HOUR","1",1,"FEE FOR AFT HRS SVC CALL 205-835-1415."
"2026/02/19","00157.11","H","AL","AL19","BESSEMER","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","",1,"PROVIDED PVT USE; APP/DEP RTS ARE 350 - 010 DEGREES AND FROM 170 - 190 DEGREES; LANDING/TAKEOFF AREA MARKED; WIND INDICATOR MAINTAINED."
"2026/02/19","00157.11","H","AL","AL19","BESSEMER","US","A18","AIRPORT","FACILITY_USE_CODE","",1,"MEDICAL USE."
"2026/02/19","00157.11","H","AL","AL19","BESSEMER","US","A110-1","AIRPORT","GENERAL_REMARK","",1,"PR OWNED HOSPITAL HELIPORT - OFFICIAL BUSINESS ONLY.  CONTACT HOSP ADMIN FOR PERMISSION TO LAND; PHONE 205-481-7268."
"2026/02/19","00157.11","H","AL","AL19","BESSEMER","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"FOR CD CTC ATLANTA ARTCC AT 770-210-7692."
"2026/02/19","00157.11","H","AL","AL19","BESSEMER","US","A81-APT","AIRPORT","LGT_SKED","",1,"FOR PERI LGTS CALL 205-481-7182"
"2026/02/19","00157.11","H","AL","AL19","BESSEMER","US","A14","AIRPORT_CONTACT","NAME","MANAGER",1,"KEITH PENNIGTON, CEO 205-481-7268"
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-2","AIRPORT","GENERAL_REMARK","",2,"TWY G RSTRD TO ACFT 65000 LBS OR LESS."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-3","AIRPORT","GENERAL_REMARK","",3,"TWY M N OF RWY 6/24 RSTRD TO ACFT 75000 LBS OR LESS."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-6","AIRPORT","GENERAL_REMARK","",6,"TWY N RSTRD TO ACFT 204000 LBS OR LESS."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-7","AIRPORT","GENERAL_REMARK","",7,"BIRD ACTV INVOF RWYS."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-15","AIRPORT","GENERAL_REMARK","",15,"TWY F BTN RWY 18/36 & TWY G RSTRD TO ACFT 100000 LBS OR LESS."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-16","AIRPORT","GENERAL_REMARK","",16,"ANG: PPR RQR FOR ANG RAMP. NML OPR HRS 1300-2330Z++ TUE-FRI, CLSD WKNDS & HOL. NO SVC AVBL OUTSIDE THESE HRS WITHOUT PRIOR APVL. NO LCL OR ROUND-ROBIN FLT BY TRAN ACFT.  CALL AIRFIELD OPS DSN 778-2555, C205-714-2555 FOR PPR 72 HR PRIOR (96 HRS FOR CARGO MSN). ALL INBD ACFT CTC ANG COMD POST ""VULCN CONTROL"" NO LATER THAN 15 MIN PRIOR TO LDG WITH PPR NR AND SUPPORT REQ.  SPACE-A CAPABILITIES EXTREMELY LTD, PAX SVC LTD AVAILABILITY."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-17","AIRPORT","GENERAL_REMARK","",17,"TWY H S OF TWY H4 RSTRD TO ACFT WITH WINGSPAN LESS THAN 118 FT."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-18","AIRPORT","GENERAL_REMARK","",18,"TWY A BTN TWY A HLDG BAY AND TWY A3 RSTRD TO ACFT WITH WINGSPAN LESS THAN 150 FT."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-19","AIRPORT","GENERAL_REMARK","",19,"TWY H2 RSTRD TO ACFT WITH WINGSPAN LESS THAN 105 FT."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A110-20","AIRPORT","GENERAL_REMARK","",20,"TWY H3 RSTRD TO ACFT WITH WINGSPAN LESS THAN 105 FT."
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A70-A","FUEL_TYPE","FUEL_TYPE","A",1,"A++100 (MIL)"
"2026/02/19","00164.","A","AL","BHM","BIRMINGHAM","US","A39-06/24","RUNWAY","PCN","06/24",1,"PCR VALUE: 1102/F/D/X/T"
